0.0250000000,10.1451568374,-0.3191899111
0.0250700000,10.1244302989,-0.2987063671
0.0251400000,10.1036841289,-0.2782038960
0.0252100000,10.0829187539,-0.2576829744
0.0252800000,10.0621345403,-0.2371440183
0.0253500000,10.0413647066,-0.2166202952
0.0254100000,10.0234868806,-0.1989541369
0.0254800000,10.0026512914,-0.1783663709
0.0255500000,9.9817985753,-0.1577624682
0.0256200000,9.9609291482,-0.1371428917
0.0256900000,9.9400434068,-0.1165080844
0.0257600000,9.9191418250,-0.0958585661
0.0258300000,9.8982248345,-0.0751948140
0.0259000000,9.8772928552,-0.0545172928
0.0259700000,9.8563463284,-0.0338264882
0.0260400000,9.8353857233,-0.0131229133
0.0261100000,9.8144114710,0.0075929572
0.0261800000,9.7934240074,0.0283206447
0.0262500000,9.7724237927,0.0490596465
0.0263200000,9.7514112416,0.0698095058
0.0263900000,9.7303868261,0.0905697091
0.0264600000,9.7093511371,0.1113399254
0.0265300000,9.6883048053,0.1321197962
0.0266000000,9.6672714238,0.1528857054
0.0266600000,9.6491920619,0.1707349834
0.0267300000,9.6281178177,0.1915398174
0.0268000000,9.6070346937,0.2123524558
0.0268700000,9.5859431543,0.2331724124
0.0269400000,9.5648437195,0.2539991454
0.0270100000,9.5437367696,0.2748322531
0.0270800000,9.5226228344,0.2956711843
0.0271500000,9.5015023705,0.3165154614
0.0272200000,9.4803758165,0.3373646250
0.0272900000,9.4592437152,0.3582181119
0.0273600000,9.4381064829,0.3790754852
0.0274300000,9.4169646266,0.3999362179
0.0275000000,9.3958185637,0.4207998726
0.0275700000,9.3746688426,0.4416658812
0.0276400000,9.3535158954,0.4625337919
0.0277100000,9.3323602181,0.4834030897
0.0277800000,9.3112023100,0.5042732559
0.0278500000,9.2900586226,0.5251279518
0.0279100000,9.2719049381,0.5430330258
0.0279800000,9.2507435116,0.5639033382
0.0280500000,9.2295818520,0.5847727173
0.0281200000,9.2084204290,0.6056406769
0.0281900000,9.1872597038,0.6265067400
0.0282600000,9.1661002136,0.6473703532
0.0283300000,9.1449423703,0.6682310888
0.0284000000,9.1237867049,0.6890884003
0.0284700000,9.1026337054,0.7099417842
0.0285400000,9.0814838401,0.7307907568
0.0286100000,9.0603376328,0.7516347794
0.0286800000,9.0391955508,0.7724733693
0.0287500000,9.0180581086,0.7933059976
0.0288200000,8.9969257527,0.8141322028
0.0288900000,8.9757989897,0.8349514637
0.0289600000,8.9546783694,0.8557632164
0.0290300000,8.9335643215,0.8765670168
0.0291000000,8.9124680963,0.8973516006
0.0291600000,8.8943717739,0.9151796817
0.0292300000,8.8732793471,0.9359579234
0.0293000000,8.8521954971,0.9567263205
0.0293700000,8.8311207782,0.9774843061
0.0294400000,8.8100556280,0.9982314310
0.0295100000,8.7890005499,1.0189671797
0.0295800000,8.7679560785,1.0396910057
0.0296500000,8.7469226827,1.0604024288
0.0297200000,8.7259008517,1.0811009479
0.0297900000,8.7048911425,1.1017859946
0.0298600000,8.6838940003,1.1224571126
0.0299300000,8.6629099454,1.1431137703
0.0300000000,8.6419394757,1.1637554586
0.0300700000,8.6209830779,1.1843816800
0.0301400000,8.6000412984,1.2049918770
0.0302100000,8.5791145862,1.2255855900
0.0302800000,8.5582035005,1.2461622491
0.0303500000,8.5373154445,1.2667144406
0.0304100000,8.5194116806,1.2843291682
0.0304800000,8.4985479202,1.3048543658
0.0305500000,8.4777016890,1.3253605668
0.0306200000,8.4568735072,1.3458472897
0.0306900000,8.4360639145,1.3663140343
0.0307600000,8.4152734463,1.3867602558
0.0308300000,8.3945025730,1.4071854743
0.0309000000,8.3737517832,1.4275891920
0.0309700000,8.3530216101,1.4479708664
0.0310400000,8.3323125469,1.4683299952
0.0311100000,8.3116251135,1.4886660496
0.0311800000,8.2909597884,1.5089785420
0.0312500000,8.2703171059,1.5292669293
0.0313200000,8.2496975012,1.5495307677
0.0313900000,8.2291015714,1.5697694512
0.0314600000,8.2085297713,1.5899825165
0.0315300000,8.1879826298,1.6101694261
0.0316000000,8.1674650174,1.6303253012
0.0316600000,8.1498906934,1.6475883602
0.0317300000,8.1294166784,1.6676978200
0.0318000000,8.1089692686,1.6877791456
0.0318700000,8.0885489378,1.7078318550
0.0319400000,8.0681561872,1.7278554388
0.0320100000,8.0477915044,1.7478494304
0.0320800000,8.0274554701,1.7678132698
0.0321500000,8.0071485555,1.7877464779
0.0322200000,7.9868712223,1.8076485853
0.0322900000,7.9666240317,1.8275190230
0.0323600000,7.9464074693,1.8473572977
0.0324300000,7.9262219880,1.8671629492
0.0325000000,7.9060681387,1.8869354190
0.0325700000,7.8859463750,1.9066742460
0.0326400000,7.8658572653,1.9263788545
0.0327100000,7.8458012021,1.9460488448
0.0327800000,7.8257815990,1.9656807959
0.0328400000,7.8086438058,1.9824850539
0.0329100000,7.7886850771,2.0020531795
0.0329800000,7.7687613645,2.0215846899
0.0330500000,7.7488731708,2.0410790753
0.0331200000,7.7290209769,2.0605358478
0.0331900000,7.7092052741,2.0799545095
0.0332600000,7.6894265507,2.0993345653
0.0333300000,7.6696852922,2.1186755228
0.0334000000,7.6499820018,2.1379768887
0.0334700000,7.6303171854,2.1572381664
0.0335400000,7.6106913065,2.1764588856
0.0336100000,7.5911049019,2.1956385025
0.0336800000,7.5715584013,2.2147765808
0.0337500000,7.5520522999,2.2338726186
0.0338200000,7.5325871091,2.2529260980
0.0338900000,7.5131632436,2.2719365977
0.0339600000,7.4937812873,2.2909035272
0.0340300000,7.4744433105,2.3098248098
0.0340900000,7.4578988547,2.3260107673
