# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
1.4751e-01,1.3653e-01,1.2767e-01,1.2044e-01,1.1428e-01,1.0887e-01,1.0412e-01,1.0015e-01,9.6586e-02,9.3161e-02,9.0026e-02,8.7552e-02,8.5072e-02,8.2697e-02,8.0644e-02,7.8626e-02,7.7007e-02,7.5262e-02,7.3604e-02,7.2211e-02,6.5566e-02,6.0713e-02,5.6928e-02,5.3425e-02,5.0633e-02,4.7429e-02,4.6504e-02,4.4524e-02,4.3024e-02,4.1604e-02,3.9602e-02,3.7993e-02,3.7813e-02,3.6527e-02,3.6027e-02
1.4734e-01,1.3637e-01,1.2752e-01,1.2030e-01,1.1415e-01,1.0874e-01,1.0400e-01,1.0003e-01,9.6474e-02,9.3046e-02,8.9921e-02,8.7447e-02,8.4969e-02,8.2599e-02,8.0551e-02,7.8537e-02,7.6920e-02,7.5180e-02,7.3514e-02,7.2121e-02,6.5485e-02,6.0637e-02,5.6860e-02,5.3363e-02,5.0571e-02,4.7368e-02,4.6450e-02,4.4476e-02,4.2967e-02,4.1578e-02,3.9555e-02,3.7941e-02,3.7774e-02,3.6488e-02,3.5983e-02
1.4716e-01,1.3621e-01,1.2737e-01,1.2015e-01,1.1401e-01,1.0861e-01,1.0388e-01,9.9917e-02,9.6362e-02,9.2931e-02,8.9817e-02,8.7342e-02,8.4866e-02,8.2501e-02,8.0457e-02,7.8448e-02,7.6833e-02,7.5099e-02,7.3425e-02,7.2030e-02,6.5404e-02,6.0560e-02,5.6792e-02,5.3302e-02,5.0510e-02,4.7307e-02,4.6396e-02,4.4428e-02,4.2911e-02,4.1552e-02,3.9508e-02,3.7889e-02,3.7736e-02,3.6448e-02,3.5939e-02
1.4699e-01,1.3605e-01,1.2723e-01,1.2001e-01,1.1388e-01,1.0849e-01,1.0377e-01,9.9801e-02,9.6251e-02,9.2816e-02,8.9713e-02,8.7237e-02,8.4763e-02,8.2405e-02,8.0365e-02,7.8360e-02,7.6746e-02,7.5017e-02,7.3336e-02,7.1939e-02,6.5323e-02,6.0484e-02,5.6725e-02,5.3241e-02,5.0449e-02,4.7246e-02,4.6342e-02,4.4380e-02,4.2854e-02,4.1525e-02,3.9462e-02,3.7837e-02,3.7697e-02,3.6408e-02,3.5895e-02
1.4683e-01,1.3589e-01,1.2708e-01,1.1987e-01,1.1375e-01,1.0836e-01,1.0365e-01,9.9685e-02,9.6139e-02,9.2702e-02,8.9609e-02,8.7132e-02,8.4661e-02,8.2308e-02,8.0272e-02,7.8272e-02,7.6659e-02,7.4935e-02,7.3247e-02,7.1849e-02,6.5243e-02,6.0408e-02,5.6658e-02,5.3182e-02,5.0388e-02,4.7185e-02,4.6289e-02,4.4333e-02,4.2797e-02,4.1497e-02,3.9416e-02,3.7785e-02,3.7659e-02,3.6369e-02,3.5851e-02
1.4666e-01,1.3574e-01,1.2693e-01,1.1973e-01,1.1362e-01,1.0823e-01,1.0353e-01,9.9569e-02,9.6029e-02,9.2588e-02,8.9506e-02,8.7027e-02,8.4559e-02,8.2212e-02,8.0180e-02,7.8185e-02,7.6573e-02,7.4854e-02,7.3159e-02,7.1758e-02,6.5163e-02,6.0333e-02,5.6591e-02,5.3123e-02,5.0328e-02,4.7125e-02,4.6235e-02,4.4287e-02,4.2741e-02,4.1469e-02,3.9370e-02,3.7733e-02,3.7620e-02,3.6331e-02,3.5807e-02
1.4649e-01,1.3558e-01,1.2679e-01,1.1959e-01,1.1348e-01,1.0811e-01,1.0342e-01,9.9454e-02,9.5918e-02,9.2475e-02,8.9404e-02,8.6923e-02,8.4457e-02,8.2116e-02,8.0088e-02,7.8098e-02,7.6487e-02,7.4772e-02,7.3071e-02,7.1667e-02,6.5083e-02,6.0257e-02,5.6524e-02,5.3064e-02,5.0268e-02,4.7064e-02,4.6182e-02,4.4241e-02,4.2685e-02,4.1440e-02,3.9325e-02,3.7681e-02,3.7581e-02,3.6292e-02,3.5764e-02
1.4632e-01,1.3542e-01,1.2664e-01,1.1945e-01,1.1335e-01,1.0798e-01,1.0330e-01,9.9340e-02,9.5808e-02,9.2362e-02,8.9301e-02,8.6819e-02,8.4355e-02,8.2021e-02,7.9996e-02,7.8011e-02,7.6401e-02,7.4691e-02,7.2984e-02,7.1577e-02,6.5004e-02,6.0182e-02,5.6457e-02,5.3007e-02,5.0209e-02,4.7004e-02,4.6129e-02,4.4195e-02,4.2629e-02,4.1411e-02,3.9280e-02,3.7630e-02,3.7543e-02,3.6254e-02,3.5721e-02
1.4615e-01,1.3527e-01,1.2650e-01,1.1931e-01,1.1322e-01,1.0785e-01,1.0319e-01,9.9226e-02,9.5698e-02,9.2249e-02,8.9199e-02,8.6714e-02,8.4254e-02,8.1926e-02,7.9905e-02,7.7925e-02,7.6316e-02,7.4609e-02,7.2897e-02,7.1486e-02,6.4925e-02,6.0108e-02,5.6391e-02,5.2950e-02,5.0150e-02,4.6944e-02,4.6076e-02,4.4151e-02,4.2573e-02,4.1381e-02,3.9235e-02,3.7578e-02,3.7504e-02,3.6215e-02,3.5678e-02
1.4599e-01,1.3511e-01,1.2635e-01,1.1917e-01,1.1309e-01,1.0773e-01,1.0307e-01,9.9112e-02,9.5588e-02,9.2137e-02,8.9097e-02,8.6611e-02,8.4153e-02,8.1832e-02,7.9814e-02,7.7839e-02,7.6230e-02,7.4528e-02,7.2810e-02,7.1395e-02,6.4847e-02,6.0034e-02,5.6324e-02,5.2894e-02,5.0092e-02,4.6884e-02,4.6023e-02,4.4106e-02,4.2517e-02,4.1350e-02,3.9191e-02,3.7527e-02,3.7465e-02,3.6178e-02,3.5636e-02
1.4582e-01,1.3496e-01,1.2621e-01,1.1904e-01,1.1296e-01,1.0761e-01,1.0296e-01,9.8998e-02,9.5479e-02,9.2025e-02,8.8996e-02,8.6507e-02,8.4053e-02,8.1738e-02,7.9723e-02,7.7753e-02,7.6145e-02,7.4446e-02,7.2724e-02,7.1304e-02,6.4768e-02,5.9960e-02,5.6258e-02,5.2838e-02,5.0034e-02,4.6824e-02,4.5971e-02,4.4062e-02,4.2462e-02,4.1318e-02,3.9148e-02,3.7475e-02,3.7426e-02,3.6140e-02,3.5594e-02
1.4566e-01,1.3481e-01,1.2607e-01,1.1890e-01,1.1283e-01,1.0748e-01,1.0285e-01,9.8885e-02,9.5370e-02,9.1913e-02,8.8895e-02,8.6403e-02,8.3952e-02,8.1645e-02,7.9633e-02,7.7668e-02,7.6060e-02,7.4365e-02,7.2638e-02,7.1214e-02,6.4690e-02,5.9886e-02,5.6193e-02,5.2783e-02,4.9977e-02,4.6765e-02,4.5918e-02,4.4019e-02,4.2407e-02,4.1285e-02,3.9105e-02,3.7424e-02,3.7387e-02,3.6103e-02,3.5552e-02
1.4549e-01,1.3465e-01,1.2592e-01,1.1876e-01,1.1270e-01,1.0736e-01,1.0273e-01,9.8773e-02,9.5261e-02,9.1802e-02,8.8794e-02,8.6300e-02,8.3852e-02,8.1552e-02,7.9542e-02,7.7582e-02,7.5976e-02,7.4284e-02,7.2552e-02,7.1123e-02,6.4613e-02,5.9813e-02,5.6127e-02,5.2728e-02,4.9921e-02,4.6705e-02,4.5866e-02,4.3975e-02,4.2352e-02,4.1252e-02,3.9062e-02,3.7373e-02,3.7347e-02,3.6066e-02,3.5510e-02
1.4533e-01,1.3450e-01,1.2578e-01,1.1862e-01,1.1257e-01,1.0724e-01,1.0262e-01,9.8660e-02,9.5153e-02,9.1692e-02,8.8694e-02,8.6197e-02,8.3753e-02,8.1459e-02,7.9452e-02,7.7498e-02,7.5891e-02,7.4202e-02,7.2467e-02,7.1032e-02,6.4536e-02,5.9740e-02,5.6062e-02,5.2674e-02,4.9864e-02,4.6646e-02,4.5814e-02,4.3933e-02,4.2298e-02,4.1217e-02,3.9020e-02,3.7322e-02,3.7308e-02,3.6029e-02,3.5468e-02
1.4516e-01,1.3435e-01,1.2564e-01,1.1849e-01,1.1244e-01,1.0711e-01,1.0251e-01,9.8548e-02,9.5045e-02,9.1581e-02,8.8594e-02,8.6094e-02,8.3653e-02,8.1367e-02,7.9363e-02,7.7413e-02,7.5807e-02,7.4121e-02,7.2383e-02,7.0941e-02,6.4459e-02,5.9668e-02,5.5996e-02,5.2621e-02,4.9809e-02,4.6587e-02,4.5762e-02,4.3890e-02,4.2244e-02,4.1182e-02,3.8978e-02,3.7271e-02,3.7269e-02,3.5992e-02,3.5427e-02
1.4500e-01,1.3420e-01,1.2550e-01,1.1835e-01,1.1232e-01,1.0699e-01,1.0240e-01,9.8437e-02,9.4937e-02,9.1472e-02,8.8495e-02,8.5991e-02,8.3554e-02,8.1275e-02,7.9274e-02,7.7329e-02,7.5723e-02,7.4040e-02,7.2298e-02,7.0851e-02,6.4382e-02,5.9596e-02,5.5931e-02,5.2568e-02,4.9754e-02,4.6529e-02,4.5711e-02,4.3848e-02,4.2190e-02,4.1145e-02,3.8936e-02,3.7220e-02,3.7229e-02,3.5955e-02,3.5386e-02
1.4484e-01,1.3405e-01,1.2536e-01,1.1822e-01,1.1219e-01,1.0687e-01,1.0228e-01,9.8326e-02,9.4829e-02,9.1362e-02,8.8395e-02,8.5889e-02,8.3456e-02,8.1183e-02,7.9185e-02,7.7245e-02,7.5639e-02,7.3959e-02,7.2215e-02,7.0760e-02,6.4306e-02,5.9524e-02,5.5867e-02,5.2516e-02,4.9699e-02,4.6470e-02,4.5659e-02,4.3806e-02,4.2136e-02,4.1108e-02,3.8895e-02,3.7170e-02,3.7189e-02,3.5919e-02,3.5345e-02
1.4467e-01,1.3389e-01,1.2522e-01,1.1808e-01,1.1206e-01,1.0675e-01,1.0217e-01,9.8215e-02,9.4722e-02,9.1253e-02,8.8297e-02,8.5786e-02,8.3357e-02,8.1092e-02,7.9096e-02,7.7161e-02,7.5555e-02,7.3878e-02,7.2131e-02,7.0669e-02,6.4230e-02,5.9453e-02,5.5802e-02,5.2464e-02,4.9645e-02,4.6412e-02,4.5608e-02,4.3765e-02,4.2083e-02,4.1070e-02,3.8854e-02,3.7119e-02,3.7150e-02,3.5883e-02,3.5305e-02
1.4451e-01,1.3374e-01,1.2508e-01,1.1795e-01,1.1194e-01,1.0663e-01,1.0206e-01,9.8104e-02,9.4615e-02,9.1145e-02,8.8198e-02,8.5684e-02,8.3260e-02,8.1001e-02,7.9007e-02,7.7078e-02,7.5472e-02,7.3797e-02,7.2048e-02,7.0579e-02,6.4155e-02,5.9382e-02,5.5738e-02,5.2412e-02,4.9591e-02,4.6354e-02,4.5557e-02,4.3724e-02,4.2030e-02,4.1030e-02,3.8814e-02,3.7069e-02,3.7110e-02,3.5847e-02,3.5264e-02
1.4435e-01,1.3360e-01,1.2494e-01,1.1781e-01,1.1181e-01,1.0651e-01,1.0195e-01,9.7994e-02,9.4509e-02,9.1037e-02,8.8100e-02,8.5582e-02,8.3162e-02,8.0911e-02,7.8919e-02,7.6995e-02,7.5388e-02,7.3716e-02,7.1966e-02,7.0488e-02,6.4080e-02,5.9312e-02,5.5674e-02,5.2361e-02,4.9538e-02,4.6296e-02,4.5507e-02,4.3683e-02,4.1978e-02,4.0989e-02,3.8774e-02,3.7018e-02,3.7070e-02,3.5811e-02,3.5224e-02
1.4419e-01,1.3345e-01,1.2480e-01,1.1768e-01,1.1169e-01,1.0639e-01,1.0184e-01,9.7884e-02,9.4402e-02,9.0929e-02,8.8002e-02,8.5480e-02,8.3065e-02,8.0821e-02,7.8831e-02,7.6912e-02,7.5305e-02,7.3635e-02,7.1884e-02,7.0398e-02,6.4005e-02,5.9242e-02,5.5610e-02,5.2310e-02,4.9485e-02,4.6238e-02,4.5456e-02,4.3642e-02,4.1926e-02,4.0948e-02,3.8734e-02,3.6968e-02,3.7029e-02,3.5776e-02,3.5184e-02
1.4403e-01,1.3330e-01,1.2466e-01,1.1755e-01,1.1156e-01,1.0627e-01,1.0173e-01,9.7775e-02,9.4297e-02,9.0822e-02,8.7904e-02,8.5379e-02,8.2968e-02,8.0732e-02,7.8744e-02,7.6830e-02,7.5222e-02,7.3554e-02,7.1802e-02,7.0307e-02,6.3931e-02,5.9173e-02,5.5546e-02,5.2260e-02,4.9433e-02,4.6181e-02,4.5406e-02,4.3601e-02,4.1874e-02,4.0905e-02,3.8695e-02,3.6918e-02,3.6989e-02,3.5740e-02,3.5144e-02
1.4387e-01,1.3315e-01,1.2452e-01,1.1741e-01,1.1144e-01,1.0615e-01,1.0162e-01,9.7666e-02,9.4191e-02,9.0716e-02,8.7807e-02,8.5277e-02,8.2871e-02,8.0642e-02,7.8657e-02,7.6747e-02,7.5140e-02,7.3473e-02,7.1721e-02,7.0217e-02,6.3857e-02,5.9104e-02,5.5482e-02,5.2210e-02,4.9381e-02,4.6123e-02,4.5356e-02,4.3561e-02,4.1823e-02,4.0862e-02,3.8656e-02,3.6868e-02,3.6949e-02,3.5705e-02,3.5105e-02
1.4371e-01,1.3300e-01,1.2439e-01,1.1728e-01,1.1131e-01,1.0603e-01,1.0151e-01,9.7557e-02,9.4086e-02,9.0610e-02,8.7710e-02,8.5176e-02,8.2775e-02,8.0554e-02,7.8570e-02,7.6665e-02,7.5057e-02,7.3392e-02,7.1641e-02,7.0127e-02,6.3784e-02,5.9035e-02,5.5419e-02,5.2161e-02,4.9330e-02,4.6067e-02,4.5306e-02,4.3520e-02,4.1773e-02,4.0817e-02,3.8618e-02,3.6818e-02,3.6908e-02,3.5670e-02,3.5066e-02
1.4355e-01,1.3286e-01,1.2425e-01,1.1715e-01,1.1119e-01,1.0591e-01,1.0141e-01,9.7448e-02,9.3981e-02,9.0504e-02,8.7614e-02,8.5076e-02,8.2679e-02,8.0465e-02,7.8483e-02,7.6584e-02,7.4975e-02,7.3311e-02,7.1561e-02,7.0037e-02,6.3710e-02,5.8967e-02,5.5356e-02,5.2111e-02,4.9279e-02,4.6010e-02,4.5256e-02,4.3480e-02,4.1723e-02,4.0772e-02,3.8580e-02,3.6769e-02,3.6868e-02,3.5634e-02,3.5027e-02
1.4339e-01,1.3271e-01,1.2411e-01,1.1702e-01,1.1107e-01,1.0579e-01,1.0130e-01,9.7340e-02,9.3876e-02,9.0400e-02,8.7518e-02,8.4975e-02,8.2583e-02,8.0377e-02,7.8396e-02,7.6502e-02,7.4893e-02,7.3231e-02,7.1481e-02,6.9948e-02,6.3638e-02,5.8900e-02,5.5293e-02,5.2062e-02,4.9229e-02,4.5953e-02,4.5207e-02,4.3440e-02,4.1673e-02,4.0725e-02,3.8542e-02,3.6719e-02,3.6827e-02,3.5599e-02,3.4988e-02
1.4324e-01,1.3256e-01,1.2398e-01,1.1689e-01,1.1094e-01,1.0568e-01,1.0119e-01,9.7233e-02,9.3772e-02,9.0295e-02,8.7422e-02,8.4875e-02,8.2488e-02,8.0290e-02,7.8310e-02,7.6421e-02,7.4811e-02,7.3150e-02,7.1402e-02,6.9858e-02,6.3565e-02,5.8833e-02,5.5230e-02,5.2014e-02,4.9179e-02,4.5897e-02,4.5158e-02,4.3400e-02,4.1624e-02,4.0678e-02,3.8504e-02,3.6670e-02,3.6787e-02,3.5564e-02,3.4949e-02
1.4308e-01,1.3242e-01,1.2384e-01,1.1675e-01,1.1082e-01,1.0556e-01,1.0108e-01,9.7125e-02,9.3667e-02,9.0191e-02,8.7327e-02,8.4775e-02,8.2393e-02,8.0202e-02,7.8225e-02,7.6340e-02,7.4730e-02,7.3069e-02,7.1323e-02,6.9769e-02,6.3493e-02,5.8766e-02,5.5167e-02,5.1965e-02,4.9130e-02,4.5841e-02,4.5109e-02,4.3360e-02,4.1575e-02,4.0630e-02,3.8467e-02,3.6621e-02,3.6746e-02,3.5529e-02,3.4911e-02
1.4292e-01,1.3227e-01,1.2371e-01,1.1662e-01,1.1070e-01,1.0544e-01,1.0097e-01,9.7018e-02,9.3564e-02,9.0088e-02,8.7231e-02,8.4675e-02,8.2298e-02,8.0115e-02,7.8139e-02,7.6260e-02,7.4649e-02,7.2988e-02,7.1245e-02,6.9680e-02,6.3422e-02,5.8701e-02,5.5105e-02,5.1917e-02,4.9081e-02,4.5786e-02,4.5061e-02,4.3321e-02,4.1527e-02,4.0582e-02,3.8430e-02,3.6572e-02,3.6706e-02,3.5494e-02,3.4873e-02
1.4277e-01,1.3213e-01,1.2357e-01,1.1649e-01,1.1058e-01,1.0533e-01,1.0087e-01,9.6911e-02,9.3460e-02,8.9985e-02,8.7137e-02,8.4576e-02,8.2204e-02,8.0029e-02,7.8054e-02,7.6179e-02,7.4568e-02,7.2908e-02,7.1167e-02,6.9591e-02,6.3350e-02,5.8635e-02,5.5043e-02,5.1869e-02,4.9033e-02,4.5730e-02,4.5012e-02,4.3281e-02,4.1479e-02,4.0532e-02,3.8394e-02,3.6523e-02,3.6665e-02,3.5459e-02,3.4835e-02
1.4261e-01,1.3198e-01,1.2344e-01,1.1637e-01,1.1046e-01,1.0521e-01,1.0076e-01,9.6805e-02,9.3357e-02,8.9883e-02,8.7042e-02,8.4477e-02,8.2110e-02,7.9943e-02,7.7969e-02,7.6099e-02,7.4487e-02,7.2827e-02,7.1090e-02,6.9503e-02,6.3279e-02,5.8570e-02,5.4981e-02,5.1822e-02,4.8985e-02,4.5675e-02,4.4964e-02,4.3241e-02,4.1433e-02,4.0482e-02,3.8358e-02,3.6474e-02,3.6625e-02,3.5424e-02,3.4797e-02
1.4246e-01,1.3184e-01,1.2330e-01,1.1624e-01,1.1034e-01,1.0510e-01,1.0065e-01,9.6699e-02,9.3254e-02,8.9781e-02,8.6948e-02,8.4378e-02,8.2017e-02,7.9857e-02,7.7884e-02,7.6019e-02,7.4406e-02,7.2746e-02,7.1013e-02,6.9415e-02,6.3209e-02,5.8506e-02,5.4919e-02,5.1774e-02,4.8938e-02,4.5621e-02,4.4916e-02,4.3201e-02,4.1386e-02,4.0431e-02,3.8322e-02,3.6426e-02,3.6584e-02,3.5389e-02,3.4760e-02
1.4230e-01,1.3170e-01,1.2317e-01,1.1611e-01,1.1022e-01,1.0498e-01,1.0055e-01,9.6593e-02,9.3152e-02,8.9680e-02,8.6854e-02,8.4280e-02,8.1923e-02,7.9771e-02,7.7800e-02,7.5940e-02,7.4326e-02,7.2666e-02,7.0937e-02,6.9327e-02,6.3139e-02,5.8442e-02,5.4857e-02,5.1727e-02,4.8891e-02,4.5566e-02,4.4868e-02,4.3161e-02,4.1340e-02,4.0379e-02,3.8286e-02,3.6378e-02,3.6544e-02,3.5354e-02,3.4723e-02
1.4215e-01,1.3155e-01,1.2304e-01,1.1598e-01,1.1010e-01,1.0487e-01,1.0044e-01,9.6488e-02,9.3049e-02,8.9580e-02,8.6761e-02,8.4181e-02,8.1831e-02,7.9686e-02,7.7716e-02,7.5860e-02,7.4245e-02,7.2585e-02,7.0861e-02,6.9240e-02,6.3069e-02,5.8379e-02,5.4796e-02,5.1679e-02,4.8845e-02,4.5512e-02,4.4821e-02,4.3121e-02,4.1295e-02,4.0327e-02,3.8251e-02,3.6330e-02,3.6503e-02,3.5319e-02,3.4686e-02
1.4199e-01,1.3141e-01,1.2290e-01,1.1585e-01,1.0998e-01,1.0475e-01,1.0033e-01,9.6383e-02,9.2947e-02,8.9480e-02,8.6667e-02,8.4084e-02,8.1738e-02,7.9601e-02,7.7632e-02,7.5781e-02,7.4165e-02,7.2505e-02,7.0786e-02,6.9153e-02,6.3000e-02,5.8317e-02,5.4735e-02,5.1632e-02,4.8799e-02,4.5458e-02,4.4774e-02,4.3081e-02,4.1250e-02,4.0274e-02,3.8216e-02,3.6282e-02,3.6463e-02,3.5284e-02,3.4649e-02
1.4184e-01,1.3127e-01,1.2277e-01,1.1573e-01,1.0986e-01,1.0464e-01,1.0023e-01,9.6278e-02,9.2846e-02,8.9380e-02,8.6575e-02,8.3986e-02,8.1646e-02,7.9517e-02,7.7548e-02,7.5702e-02,7.4086e-02,7.2424e-02,7.0711e-02,6.9067e-02,6.2931e-02,5.8255e-02,5.4674e-02,5.1585e-02,4.8754e-02,4.5405e-02,4.4727e-02,4.3041e-02,4.1206e-02,4.0220e-02,3.8181e-02,3.6234e-02,3.6422e-02,3.5249e-02,3.4612e-02
1.4169e-01,1.3113e-01,1.2264e-01,1.1560e-01,1.0974e-01,1.0453e-01,1.0012e-01,9.6174e-02,9.2745e-02,8.9282e-02,8.6482e-02,8.3889e-02,8.1554e-02,7.9433e-02,7.7465e-02,7.5624e-02,7.4006e-02,7.2344e-02,7.0637e-02,6.8980e-02,6.2862e-02,5.8194e-02,5.4613e-02,5.1538e-02,4.8710e-02,4.5351e-02,4.4680e-02,4.3000e-02,4.1163e-02,4.0166e-02,3.8146e-02,3.6187e-02,3.6382e-02,3.5214e-02,3.4576e-02
1.4153e-01,1.3099e-01,1.2251e-01,1.1547e-01,1.0962e-01,1.0441e-01,1.0002e-01,9.6070e-02,9.2644e-02,8.9183e-02,8.6390e-02,8.3793e-02,8.1463e-02,7.9349e-02,7.7382e-02,7.5545e-02,7.3927e-02,7.2263e-02,7.0562e-02,6.8895e-02,6.2794e-02,5.8133e-02,5.4552e-02,5.1491e-02,4.8665e-02,4.5298e-02,4.4633e-02,4.2960e-02,4.1120e-02,4.0111e-02,3.8112e-02,3.6140e-02,3.6341e-02,3.5180e-02,3.4540e-02
1.4138e-01,1.3085e-01,1.2238e-01,1.1535e-01,1.0951e-01,1.0430e-01,9.9914e-02,9.5966e-02,9.2543e-02,8.9086e-02,8.6298e-02,8.3696e-02,8.1372e-02,7.9266e-02,7.7299e-02,7.5467e-02,7.3848e-02,7.2183e-02,7.0489e-02,6.8809e-02,6.2726e-02,5.8073e-02,5.4491e-02,5.1444e-02,4.8621e-02,4.5246e-02,4.4587e-02,4.2919e-02,4.1077e-02,4.0056e-02,3.8078e-02,3.6093e-02,3.6301e-02,3.5145e-02,3.4504e-02
1.4123e-01,1.3071e-01,1.2225e-01,1.1522e-01,1.0939e-01,1.0419e-01,9.9809e-02,9.5862e-02,9.2442e-02,8.8989e-02,8.6206e-02,8.3600e-02,8.1281e-02,7.9183e-02,7.7217e-02,7.5389e-02,7.3769e-02,7.2102e-02,7.0415e-02,6.8725e-02,6.2659e-02,5.8013e-02,5.4431e-02,5.1397e-02,4.8578e-02,4.5193e-02,4.4540e-02,4.2878e-02,4.1035e-02,4.0000e-02,3.8044e-02,3.6046e-02,3.6260e-02,3.5111e-02,3.4468e-02
1.4108e-01,1.3057e-01,1.2212e-01,1.1510e-01,1.0927e-01,1.0408e-01,9.9705e-02,9.5759e-02,9.2342e-02,8.8893e-02,8.6115e-02,8.3505e-02,8.1191e-02,7.9100e-02,7.7135e-02,7.5311e-02,7.3690e-02,7.2022e-02,7.0342e-02,6.8640e-02,6.2592e-02,5.7954e-02,5.4371e-02,5.1350e-02,4.8535e-02,4.5141e-02,4.4494e-02,4.2837e-02,4.0993e-02,3.9944e-02,3.8011e-02,3.6000e-02,3.6220e-02,3.5076e-02,3.4432e-02
1.4093e-01,1.3043e-01,1.2199e-01,1.1497e-01,1.0916e-01,1.0396e-01,9.9601e-02,9.5657e-02,9.2242e-02,8.8797e-02,8.6024e-02,8.3410e-02,8.1101e-02,7.9018e-02,7.7053e-02,7.5234e-02,7.3612e-02,7.1941e-02,7.0270e-02,6.8556e-02,6.2526e-02,5.7896e-02,5.4311e-02,5.1303e-02,4.8493e-02,4.5090e-02,4.4448e-02,4.2796e-02,4.0952e-02,3.9887e-02,3.7977e-02,3.5954e-02,3.6180e-02,3.5042e-02,3.4397e-02
1.4078e-01,1.3029e-01,1.2186e-01,1.1485e-01,1.0904e-01,1.0385e-01,9.9497e-02,9.5554e-02,9.2143e-02,8.8702e-02,8.5934e-02,8.3315e-02,8.1011e-02,7.8936e-02,7.6971e-02,7.5157e-02,7.3534e-02,7.1861e-02,7.0198e-02,6.8473e-02,6.2460e-02,5.7838e-02,5.4251e-02,5.1256e-02,4.8450e-02,4.5039e-02,4.4403e-02,4.2754e-02,4.0912e-02,3.9830e-02,3.7944e-02,3.5908e-02,3.6139e-02,3.5007e-02,3.4361e-02
1.4063e-01,1.3015e-01,1.2173e-01,1.1472e-01,1.0893e-01,1.0374e-01,9.9393e-02,9.5452e-02,9.2044e-02,8.8607e-02,8.5843e-02,8.3220e-02,8.0922e-02,7.8854e-02,7.6890e-02,7.5080e-02,7.3456e-02,7.1781e-02,7.0126e-02,6.8390e-02,6.2394e-02,5.7781e-02,5.4191e-02,5.1209e-02,4.8409e-02,4.4988e-02,4.4357e-02,4.2712e-02,4.0871e-02,3.9772e-02,3.7911e-02,3.5863e-02,3.6099e-02,3.4973e-02,3.4326e-02
1.4048e-01,1.3002e-01,1.2160e-01,1.1460e-01,1.0881e-01,1.0363e-01,9.9290e-02,9.5350e-02,9.1945e-02,8.8513e-02,8.5753e-02,8.3127e-02,8.0833e-02,7.8772e-02,7.6809e-02,7.5003e-02,7.3378e-02,7.1700e-02,7.0054e-02,6.8308e-02,6.2329e-02,5.7725e-02,5.4132e-02,5.1162e-02,4.8367e-02,4.4937e-02,4.4312e-02,4.2670e-02,4.0832e-02,3.9714e-02,3.7878e-02,3.5817e-02,3.6059e-02,3.4939e-02,3.4291e-02
1.4033e-01,1.2988e-01,1.2147e-01,1.1448e-01,1.0870e-01,1.0352e-01,9.9187e-02,9.5248e-02,9.1846e-02,8.8420e-02,8.5664e-02,8.3033e-02,8.0745e-02,7.8691e-02,7.6728e-02,7.4926e-02,7.3301e-02,7.1620e-02,6.9983e-02,6.8226e-02,6.2264e-02,5.7669e-02,5.4072e-02,5.1115e-02,4.8326e-02,4.4887e-02,4.4267e-02,4.2627e-02,4.0792e-02,3.9656e-02,3.7845e-02,3.5772e-02,3.6019e-02,3.4905e-02,3.4257e-02
1.4019e-01,1.2974e-01,1.2135e-01,1.1436e-01,1.0858e-01,1.0341e-01,9.9084e-02,9.5147e-02,9.1748e-02,8.8327e-02,8.5574e-02,8.2940e-02,8.0657e-02,7.8610e-02,7.6648e-02,7.4850e-02,7.3224e-02,7.1540e-02,6.9912e-02,6.8145e-02,6.2199e-02,5.7613e-02,5.4013e-02,5.1068e-02,4.8285e-02,4.4837e-02,4.4222e-02,4.2584e-02,4.0753e-02,3.9597e-02,3.7813e-02,3.5728e-02,3.5979e-02,3.4871e-02,3.4222e-02
1.4004e-01,1.2961e-01,1.2122e-01,1.1423e-01,1.0847e-01,1.0330e-01,9.8981e-02,9.5046e-02,9.1650e-02,8.8235e-02,8.5485e-02,8.2847e-02,8.0569e-02,7.8530e-02,7.6567e-02,7.4774e-02,7.3147e-02,7.1459e-02,6.9842e-02,6.8064e-02,6.2135e-02,5.7558e-02,5.3954e-02,5.1020e-02,4.8244e-02,4.4787e-02,4.4177e-02,4.2541e-02,4.0715e-02,3.9538e-02,3.7781e-02,3.5683e-02,3.5939e-02,3.4837e-02,3.4187e-02
1.3989e-01,1.2947e-01,1.2109e-01,1.1411e-01,1.0835e-01,1.0319e-01,9.8879e-02,9.4946e-02,9.1552e-02,8.8144e-02,8.5396e-02,8.2755e-02,8.0482e-02,7.8450e-02,7.6487e-02,7.4698e-02,7.3070e-02,7.1379e-02,6.9772e-02,6.7984e-02,6.2072e-02,5.7503e-02,5.3895e-02,5.0972e-02,4.8204e-02,4.4738e-02,4.4132e-02,4.2497e-02,4.0677e-02,3.9479e-02,3.7748e-02,3.5639e-02,3.5899e-02,3.4803e-02,3.4153e-02
