# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
1.9885e-01,1.8413e-01,1.7231e-01,1.6251e-01,1.5435e-01,1.4726e-01,1.4068e-01,1.3510e-01,1.3003e-01,1.2595e-01,1.2179e-01,1.1822e-01,1.1461e-01,1.1187e-01,1.0891e-01,1.0624e-01,1.0395e-01,1.0161e-01,9.9360e-02,9.7156e-02,8.8786e-02,8.2108e-02,7.6985e-02,7.1329e-02,6.8833e-02,6.5498e-02,6.2588e-02,5.9989e-02,5.7319e-02,5.6003e-02,5.4201e-02,5.1965e-02,5.1287e-02,4.9600e-02,4.8560e-02
1.9845e-01,1.8377e-01,1.7198e-01,1.6219e-01,1.5405e-01,1.4697e-01,1.4040e-01,1.3484e-01,1.2977e-01,1.2570e-01,1.2156e-01,1.1799e-01,1.1438e-01,1.1166e-01,1.0869e-01,1.0604e-01,1.0375e-01,1.0141e-01,9.9178e-02,9.6968e-02,8.8626e-02,8.1957e-02,7.6842e-02,7.1183e-02,6.8686e-02,6.5377e-02,6.2473e-02,5.9866e-02,5.7196e-02,5.5890e-02,5.4092e-02,5.1856e-02,5.1134e-02,4.9490e-02,4.8469e-02
1.9806e-01,1.8342e-01,1.7164e-01,1.6188e-01,1.5375e-01,1.4668e-01,1.4013e-01,1.3457e-01,1.2952e-01,1.2546e-01,1.2133e-01,1.1776e-01,1.1416e-01,1.1145e-01,1.0848e-01,1.0585e-01,1.0356e-01,1.0122e-01,9.8997e-02,9.6782e-02,8.8467e-02,8.1807e-02,7.6701e-02,7.1038e-02,6.8540e-02,6.5257e-02,6.2359e-02,5.9745e-02,5.7075e-02,5.5779e-02,5.3983e-02,5.1749e-02,5.0980e-02,4.9380e-02,4.8377e-02
1.9766e-01,1.8307e-01,1.7131e-01,1.6158e-01,1.5345e-01,1.4639e-01,1.3986e-01,1.3431e-01,1.2926e-01,1.2522e-01,1.2110e-01,1.1754e-01,1.1394e-01,1.1124e-01,1.0827e-01,1.0565e-01,1.0336e-01,1.0103e-01,9.8817e-02,9.6597e-02,8.8309e-02,8.1658e-02,7.6560e-02,7.0896e-02,6.8395e-02,6.5137e-02,6.2245e-02,5.9625e-02,5.6954e-02,5.5667e-02,5.3876e-02,5.1643e-02,5.0826e-02,4.9272e-02,4.8286e-02
1.9728e-01,1.8272e-01,1.7098e-01,1.6127e-01,1.5316e-01,1.4611e-01,1.3958e-01,1.3405e-01,1.2901e-01,1.2497e-01,1.2087e-01,1.1731e-01,1.1372e-01,1.1103e-01,1.0806e-01,1.0546e-01,1.0317e-01,1.0084e-01,9.8639e-02,9.6413e-02,8.8153e-02,8.1509e-02,7.6420e-02,7.0756e-02,6.8251e-02,6.5019e-02,6.2132e-02,5.9506e-02,5.6834e-02,5.5557e-02,5.3769e-02,5.1539e-02,5.0672e-02,4.9165e-02,4.8196e-02
1.9689e-01,1.8238e-01,1.7066e-01,1.6096e-01,1.5286e-01,1.4583e-01,1.3932e-01,1.3379e-01,1.2877e-01,1.2474e-01,1.2065e-01,1.1709e-01,1.1350e-01,1.1082e-01,1.0785e-01,1.0526e-01,1.0297e-01,1.0065e-01,9.8462e-02,9.6230e-02,8.7997e-02,8.1361e-02,7.6281e-02,7.0619e-02,6.8107e-02,6.4901e-02,6.2019e-02,5.9389e-02,5.6716e-02,5.5446e-02,5.3665e-02,5.1436e-02,5.0518e-02,4.9058e-02,4.8106e-02
1.9651e-01,1.8204e-01,1.7033e-01,1.6066e-01,1.5257e-01,1.4554e-01,1.3905e-01,1.3353e-01,1.2852e-01,1.2450e-01,1.2042e-01,1.1687e-01,1.1329e-01,1.1061e-01,1.0765e-01,1.0507e-01,1.0278e-01,1.0046e-01,9.8286e-02,9.6049e-02,8.7843e-02,8.1213e-02,7.6143e-02,7.0483e-02,6.7965e-02,6.4784e-02,6.1906e-02,5.9272e-02,5.6599e-02,5.5336e-02,5.3561e-02,5.1336e-02,5.0365e-02,4.8953e-02,4.8016e-02
1.9613e-01,1.8170e-01,1.7001e-01,1.6036e-01,1.5228e-01,1.4527e-01,1.3878e-01,1.3328e-01,1.2828e-01,1.2426e-01,1.2020e-01,1.1665e-01,1.1307e-01,1.1041e-01,1.0744e-01,1.0488e-01,1.0259e-01,1.0028e-01,9.8111e-02,9.5869e-02,8.7689e-02,8.1066e-02,7.6006e-02,7.0350e-02,6.7823e-02,6.4667e-02,6.1793e-02,5.9157e-02,5.6482e-02,5.5227e-02,5.3458e-02,5.1236e-02,5.0211e-02,4.8848e-02,4.7927e-02
1.9575e-01,1.8136e-01,1.6970e-01,1.6006e-01,1.5199e-01,1.4499e-01,1.3852e-01,1.3302e-01,1.2804e-01,1.2403e-01,1.1998e-01,1.1643e-01,1.1286e-01,1.1020e-01,1.0724e-01,1.0469e-01,1.0240e-01,1.0009e-01,9.7938e-02,9.5690e-02,8.7537e-02,8.0919e-02,7.5870e-02,7.0219e-02,6.7682e-02,6.4551e-02,6.1680e-02,5.9044e-02,5.6367e-02,5.5118e-02,5.3357e-02,5.1139e-02,5.0058e-02,4.8745e-02,4.7838e-02
1.9538e-01,1.8103e-01,1.6938e-01,1.5977e-01,1.5171e-01,1.4471e-01,1.3826e-01,1.3277e-01,1.2780e-01,1.2380e-01,1.1976e-01,1.1621e-01,1.1265e-01,1.1000e-01,1.0704e-01,1.0450e-01,1.0221e-01,9.9911e-02,9.7765e-02,9.5513e-02,8.7385e-02,8.0773e-02,7.5734e-02,7.0090e-02,6.7542e-02,6.4436e-02,6.1568e-02,5.8931e-02,5.6253e-02,5.5010e-02,5.3256e-02,5.1042e-02,4.9905e-02,4.8642e-02,4.7750e-02
1.9501e-01,1.8070e-01,1.6907e-01,1.5948e-01,1.5143e-01,1.4444e-01,1.3800e-01,1.3252e-01,1.2756e-01,1.2357e-01,1.1955e-01,1.1600e-01,1.1244e-01,1.0980e-01,1.0684e-01,1.0431e-01,1.0202e-01,9.9730e-02,9.7594e-02,9.5336e-02,8.7234e-02,8.0627e-02,7.5599e-02,6.9964e-02,6.7402e-02,6.4322e-02,6.1456e-02,5.8820e-02,5.6140e-02,5.4902e-02,5.3157e-02,5.0948e-02,4.9752e-02,4.8541e-02,4.7662e-02
1.9464e-01,1.8037e-01,1.6875e-01,1.5918e-01,1.5115e-01,1.4417e-01,1.3775e-01,1.3228e-01,1.2733e-01,1.2334e-01,1.1933e-01,1.1578e-01,1.1223e-01,1.0960e-01,1.0664e-01,1.0413e-01,1.0184e-01,9.9549e-02,9.7424e-02,9.5161e-02,8.7084e-02,8.0482e-02,7.5465e-02,6.9840e-02,6.7264e-02,6.4208e-02,6.1344e-02,5.8710e-02,5.6027e-02,5.4795e-02,5.3059e-02,5.0854e-02,4.9600e-02,4.8441e-02,4.7575e-02
1.9427e-01,1.8004e-01,1.6845e-01,1.5889e-01,1.5087e-01,1.4390e-01,1.3749e-01,1.3203e-01,1.2710e-01,1.2311e-01,1.1912e-01,1.1557e-01,1.1202e-01,1.0940e-01,1.0645e-01,1.0394e-01,1.0165e-01,9.9370e-02,9.7254e-02,9.4988e-02,8.6935e-02,8.0337e-02,7.5332e-02,6.9718e-02,6.7127e-02,6.4095e-02,6.1232e-02,5.8601e-02,5.5916e-02,5.4688e-02,5.2962e-02,5.0763e-02,4.9449e-02,4.8342e-02,4.7488e-02
1.9391e-01,1.7972e-01,1.6814e-01,1.5861e-01,1.5059e-01,1.4363e-01,1.3724e-01,1.3179e-01,1.2687e-01,1.2289e-01,1.1891e-01,1.1536e-01,1.1182e-01,1.0920e-01,1.0625e-01,1.0376e-01,1.0147e-01,9.9191e-02,9.7086e-02,9.4815e-02,8.6787e-02,8.0193e-02,7.5199e-02,6.9599e-02,6.6990e-02,6.3982e-02,6.1120e-02,5.8494e-02,5.5806e-02,5.4583e-02,5.2867e-02,5.0672e-02,4.9299e-02,4.8244e-02,4.7402e-02
1.9355e-01,1.7940e-01,1.6783e-01,1.5832e-01,1.5031e-01,1.4337e-01,1.3699e-01,1.3155e-01,1.2664e-01,1.2266e-01,1.1870e-01,1.1515e-01,1.1161e-01,1.0901e-01,1.0606e-01,1.0358e-01,1.0129e-01,9.9014e-02,9.6919e-02,9.4644e-02,8.6640e-02,8.0048e-02,7.5067e-02,6.9482e-02,6.6855e-02,6.3870e-02,6.1009e-02,5.8387e-02,5.5697e-02,5.4477e-02,5.2772e-02,5.0583e-02,4.9150e-02,4.8147e-02,4.7316e-02
1.9319e-01,1.7908e-01,1.6753e-01,1.5804e-01,1.5004e-01,1.4310e-01,1.3675e-01,1.3131e-01,1.2642e-01,1.2244e-01,1.1849e-01,1.1494e-01,1.1141e-01,1.0881e-01,1.0587e-01,1.0340e-01,1.0110e-01,9.8838e-02,9.6753e-02,9.4473e-02,8.6493e-02,7.9905e-02,7.4936e-02,6.9367e-02,6.6721e-02,6.3759e-02,6.0898e-02,5.8282e-02,5.5589e-02,5.4373e-02,5.2678e-02,5.0495e-02,4.9001e-02,4.8052e-02,4.7231e-02
1.9284e-01,1.7877e-01,1.6723e-01,1.5776e-01,1.4977e-01,1.4284e-01,1.3650e-01,1.3107e-01,1.2619e-01,1.2222e-01,1.1828e-01,1.1474e-01,1.1121e-01,1.0862e-01,1.0568e-01,1.0321e-01,1.0092e-01,9.8664e-02,9.6587e-02,9.4304e-02,8.6348e-02,7.9762e-02,7.4805e-02,6.9254e-02,6.6588e-02,6.3649e-02,6.0787e-02,5.8177e-02,5.5482e-02,5.4269e-02,5.2586e-02,5.0409e-02,4.8854e-02,4.7957e-02,4.7146e-02
1.9248e-01,1.7845e-01,1.6693e-01,1.5748e-01,1.4950e-01,1.4258e-01,1.3626e-01,1.3083e-01,1.2597e-01,1.2201e-01,1.1807e-01,1.1453e-01,1.1101e-01,1.0843e-01,1.0549e-01,1.0304e-01,1.0074e-01,9.8490e-02,9.6423e-02,9.4137e-02,8.6203e-02,7.9619e-02,7.4675e-02,6.9144e-02,6.6456e-02,6.3540e-02,6.0676e-02,5.8074e-02,5.5375e-02,5.4165e-02,5.2495e-02,5.0324e-02,4.8708e-02,4.7864e-02,4.7062e-02
1.9213e-01,1.7814e-01,1.6664e-01,1.5720e-01,1.4923e-01,1.4232e-01,1.3601e-01,1.3060e-01,1.2575e-01,1.2179e-01,1.1787e-01,1.1433e-01,1.1081e-01,1.0823e-01,1.0530e-01,1.0286e-01,1.0056e-01,9.8317e-02,9.6259e-02,9.3970e-02,8.6059e-02,7.9476e-02,7.4545e-02,6.9035e-02,6.6325e-02,6.3431e-02,6.0565e-02,5.7971e-02,5.5270e-02,5.4063e-02,5.2404e-02,5.0240e-02,4.8563e-02,4.7772e-02,4.6978e-02
1.9179e-01,1.7783e-01,1.6634e-01,1.5692e-01,1.4897e-01,1.4207e-01,1.3577e-01,1.3037e-01,1.2553e-01,1.2157e-01,1.1766e-01,1.1413e-01,1.1062e-01,1.0804e-01,1.0511e-01,1.0268e-01,1.0039e-01,9.8146e-02,9.6097e-02,9.3805e-02,8.5915e-02,7.9334e-02,7.4416e-02,6.8928e-02,6.6196e-02,6.3323e-02,6.0455e-02,5.7870e-02,5.5166e-02,5.3961e-02,5.2315e-02,5.0158e-02,4.8420e-02,4.7681e-02,4.6895e-02
1.9144e-01,1.7752e-01,1.6605e-01,1.5665e-01,1.4870e-01,1.4181e-01,1.3554e-01,1.3014e-01,1.2531e-01,1.2136e-01,1.1746e-01,1.1393e-01,1.1042e-01,1.0785e-01,1.0493e-01,1.0250e-01,1.0021e-01,9.7976e-02,9.5935e-02,9.3640e-02,8.5773e-02,7.9193e-02,7.4288e-02,6.8823e-02,6.6067e-02,6.3216e-02,6.0345e-02,5.7770e-02,5.5063e-02,5.3860e-02,5.2227e-02,5.0076e-02,4.8278e-02,4.7591e-02,4.6813e-02
1.9110e-01,1.7722e-01,1.6576e-01,1.5638e-01,1.4844e-01,1.4156e-01,1.3530e-01,1.2991e-01,1.2510e-01,1.2115e-01,1.1726e-01,1.1373e-01,1.1023e-01,1.0766e-01,1.0475e-01,1.0233e-01,1.0003e-01,9.7806e-02,9.5774e-02,9.3477e-02,8.5631e-02,7.9051e-02,7.4160e-02,6.8721e-02,6.5940e-02,6.3110e-02,6.0236e-02,5.7671e-02,5.4960e-02,5.3760e-02,5.2139e-02,4.9996e-02,4.8137e-02,4.7503e-02,4.6731e-02
1.9076e-01,1.7692e-01,1.6547e-01,1.5611e-01,1.4818e-01,1.4131e-01,1.3506e-01,1.2968e-01,1.2489e-01,1.2094e-01,1.1706e-01,1.1353e-01,1.1004e-01,1.0748e-01,1.0456e-01,1.0215e-01,9.9858e-02,9.7638e-02,9.5614e-02,9.3316e-02,8.5490e-02,7.8911e-02,7.4033e-02,6.8619e-02,6.5814e-02,6.3004e-02,6.0127e-02,5.7573e-02,5.4859e-02,5.3660e-02,5.2053e-02,4.9917e-02,4.7998e-02,4.7416e-02,4.6649e-02
1.9042e-01,1.7662e-01,1.6519e-01,1.5584e-01,1.4792e-01,1.4106e-01,1.3483e-01,1.2946e-01,1.2468e-01,1.2073e-01,1.1686e-01,1.1334e-01,1.0985e-01,1.0729e-01,1.0438e-01,1.0198e-01,9.9685e-02,9.7471e-02,9.5455e-02,9.3155e-02,8.5350e-02,7.8770e-02,7.3906e-02,6.8520e-02,6.5690e-02,6.2900e-02,6.0018e-02,5.7475e-02,5.4759e-02,5.3561e-02,5.1967e-02,4.9839e-02,4.7860e-02,4.7330e-02,4.6568e-02
1.9009e-01,1.7632e-01,1.6490e-01,1.5557e-01,1.4766e-01,1.4081e-01,1.3460e-01,1.2923e-01,1.2447e-01,1.2052e-01,1.1666e-01,1.1314e-01,1.0966e-01,1.0710e-01,1.0420e-01,1.0181e-01,9.9512e-02,9.7305e-02,9.5297e-02,9.2995e-02,8.5210e-02,7.8630e-02,7.3780e-02,6.8422e-02,6.5566e-02,6.2796e-02,5.9909e-02,5.7379e-02,5.4659e-02,5.3464e-02,5.1883e-02,4.9762e-02,4.7724e-02,4.7246e-02,4.6487e-02
1.8976e-01,1.7602e-01,1.6462e-01,1.5531e-01,1.4741e-01,1.4056e-01,1.3437e-01,1.2901e-01,1.2426e-01,1.2032e-01,1.1647e-01,1.1295e-01,1.0947e-01,1.0692e-01,1.0402e-01,1.0164e-01,9.9340e-02,9.7139e-02,9.5140e-02,9.2837e-02,8.5071e-02,7.8491e-02,7.3654e-02,6.8326e-02,6.5444e-02,6.2692e-02,5.9801e-02,5.7284e-02,5.4561e-02,5.3367e-02,5.1799e-02,4.9686e-02,4.7590e-02,4.7162e-02,4.6407e-02
1.8943e-01,1.7573e-01,1.6434e-01,1.5504e-01,1.4715e-01,1.4032e-01,1.3414e-01,1.2879e-01,1.2405e-01,1.2011e-01,1.1627e-01,1.1276e-01,1.0928e-01,1.0674e-01,1.0385e-01,1.0147e-01,9.9169e-02,9.6975e-02,9.4983e-02,9.2680e-02,8.4933e-02,7.8352e-02,7.3529e-02,6.8231e-02,6.5324e-02,6.2590e-02,5.9694e-02,5.7189e-02,5.4463e-02,5.3270e-02,5.1716e-02,4.9611e-02,4.7457e-02,4.7080e-02,4.6327e-02
1.8910e-01,1.7544e-01,1.6406e-01,1.5478e-01,1.4690e-01,1.4007e-01,1.3392e-01,1.2857e-01,1.2385e-01,1.1991e-01,1.1608e-01,1.1256e-01,1.0910e-01,1.0656e-01,1.0367e-01,1.0130e-01,9.8999e-02,9.6812e-02,9.4827e-02,9.2523e-02,8.4796e-02,7.8213e-02,7.3404e-02,6.8138e-02,6.5204e-02,6.2488e-02,5.9587e-02,5.7096e-02,5.4367e-02,5.3175e-02,5.1634e-02,4.9538e-02,4.7326e-02,4.7000e-02,4.6248e-02
1.8877e-01,1.7514e-01,1.6379e-01,1.5452e-01,1.4665e-01,1.3983e-01,1.3369e-01,1.2835e-01,1.2365e-01,1.1971e-01,1.1589e-01,1.1238e-01,1.0891e-01,1.0637e-01,1.0350e-01,1.0113e-01,9.8830e-02,9.6650e-02,9.4672e-02,9.2368e-02,8.4659e-02,7.8075e-02,7.3280e-02,6.8047e-02,6.5086e-02,6.2387e-02,5.9480e-02,5.7004e-02,5.4271e-02,5.3081e-02,5.1553e-02,4.9465e-02,4.7196e-02,4.6921e-02,4.6169e-02
1.8845e-01,1.7486e-01,1.6351e-01,1.5427e-01,1.4640e-01,1.3959e-01,1.3347e-01,1.2814e-01,1.2344e-01,1.1951e-01,1.1569e-01,1.1219e-01,1.0873e-01,1.0619e-01,1.0332e-01,1.0096e-01,9.8662e-02,9.6489e-02,9.4518e-02,9.2214e-02,8.4523e-02,7.7938e-02,7.3156e-02,6.7956e-02,6.4970e-02,6.2287e-02,5.9374e-02,5.6912e-02,5.4176e-02,5.2987e-02,5.1472e-02,4.9393e-02,4.7069e-02,4.6842e-02,4.6091e-02
1.8813e-01,1.7457e-01,1.6324e-01,1.5401e-01,1.4615e-01,1.3935e-01,1.3325e-01,1.2792e-01,1.2324e-01,1.1931e-01,1.1550e-01,1.1200e-01,1.0855e-01,1.0602e-01,1.0315e-01,1.0080e-01,9.8496e-02,9.6328e-02,9.4364e-02,9.2062e-02,8.4387e-02,7.7801e-02,7.3032e-02,6.7867e-02,6.4855e-02,6.2187e-02,5.9268e-02,5.6821e-02,5.4082e-02,5.2895e-02,5.1393e-02,4.9322e-02,4.6943e-02,4.6766e-02,4.6013e-02
1.8781e-01,1.7429e-01,1.6297e-01,1.5376e-01,1.4591e-01,1.3912e-01,1.3303e-01,1.2771e-01,1.2305e-01,1.1912e-01,1.1531e-01,1.1181e-01,1.0837e-01,1.0584e-01,1.0298e-01,1.0063e-01,9.8329e-02,9.6169e-02,9.4212e-02,9.1910e-02,8.4252e-02,7.7664e-02,7.2908e-02,6.7780e-02,6.4741e-02,6.2088e-02,5.9163e-02,5.6731e-02,5.3989e-02,5.2803e-02,5.1314e-02,4.9251e-02,4.6820e-02,4.6690e-02,4.5935e-02
1.8750e-01,1.7400e-01,1.6270e-01,1.5350e-01,1.4566e-01,1.3888e-01,1.3281e-01,1.2750e-01,1.2285e-01,1.1892e-01,1.1512e-01,1.1163e-01,1.0819e-01,1.0566e-01,1.0281e-01,1.0047e-01,9.8164e-02,9.6010e-02,9.4060e-02,9.1759e-02,8.4118e-02,7.7528e-02,7.2785e-02,6.7693e-02,6.4628e-02,6.1990e-02,5.9058e-02,5.6642e-02,5.3897e-02,5.2713e-02,5.1235e-02,4.9182e-02,4.6698e-02,4.6615e-02,4.5858e-02
1.8718e-01,1.7372e-01,1.6243e-01,1.5325e-01,1.4542e-01,1.3865e-01,1.3260e-01,1.2729e-01,1.2265e-01,1.1873e-01,1.1494e-01,1.1145e-01,1.0801e-01,1.0549e-01,1.0264e-01,1.0030e-01,9.8000e-02,9.5853e-02,9.3909e-02,9.1610e-02,8.3984e-02,7.7393e-02,7.2663e-02,6.7608e-02,6.4517e-02,6.1892e-02,5.8954e-02,5.6554e-02,5.3806e-02,5.2623e-02,5.1158e-02,4.9113e-02,4.6579e-02,4.6542e-02,4.5782e-02
1.8687e-01,1.7344e-01,1.6216e-01,1.5300e-01,1.4518e-01,1.3841e-01,1.3238e-01,1.2708e-01,1.2246e-01,1.1853e-01,1.1475e-01,1.1127e-01,1.0784e-01,1.0531e-01,1.0248e-01,1.0014e-01,9.7837e-02,9.5696e-02,9.3758e-02,9.1461e-02,8.3851e-02,7.7258e-02,7.2540e-02,6.7524e-02,6.4407e-02,6.1795e-02,5.8851e-02,5.6467e-02,5.3716e-02,5.2535e-02,5.1081e-02,4.9045e-02,4.6461e-02,4.6469e-02,4.5705e-02
1.8656e-01,1.7317e-01,1.6190e-01,1.5276e-01,1.4494e-01,1.3818e-01,1.3217e-01,1.2688e-01,1.2227e-01,1.1834e-01,1.1457e-01,1.1108e-01,1.0766e-01,1.0514e-01,1.0231e-01,9.9978e-02,9.7675e-02,9.5540e-02,9.3608e-02,9.1314e-02,8.3719e-02,7.7124e-02,7.2418e-02,6.7440e-02,6.4299e-02,6.1698e-02,5.8748e-02,5.6380e-02,5.3627e-02,5.2447e-02,5.1005e-02,4.8978e-02,4.6346e-02,4.6398e-02,4.5630e-02
1.8626e-01,1.7289e-01,1.6164e-01,1.5251e-01,1.4470e-01,1.3795e-01,1.3196e-01,1.2667e-01,1.2208e-01,1.1815e-01,1.1438e-01,1.1090e-01,1.0749e-01,1.0496e-01,1.0214e-01,9.9816e-02,9.7513e-02,9.5386e-02,9.3459e-02,9.1168e-02,8.3587e-02,7.6990e-02,7.2296e-02,6.7358e-02,6.4192e-02,6.1602e-02,5.8645e-02,5.6294e-02,5.3538e-02,5.2360e-02,5.0929e-02,4.8911e-02,4.6233e-02,4.6328e-02,4.5554e-02
1.8595e-01,1.7262e-01,1.6138e-01,1.5226e-01,1.4446e-01,1.3773e-01,1.3175e-01,1.2647e-01,1.2189e-01,1.1796e-01,1.1420e-01,1.1073e-01,1.0732e-01,1.0479e-01,1.0198e-01,9.9656e-02,9.7353e-02,9.5232e-02,9.3311e-02,9.1023e-02,8.3456e-02,7.6857e-02,7.2175e-02,6.7277e-02,6.4086e-02,6.1507e-02,5.8544e-02,5.6209e-02,5.3451e-02,5.2274e-02,5.0854e-02,4.8846e-02,4.6122e-02,4.6259e-02,4.5480e-02
1.8565e-01,1.7235e-01,1.6112e-01,1.5202e-01,1.4423e-01,1.3750e-01,1.3154e-01,1.2627e-01,1.2170e-01,1.1778e-01,1.1401e-01,1.1055e-01,1.0714e-01,1.0462e-01,1.0182e-01,9.9496e-02,9.7193e-02,9.5079e-02,9.3163e-02,9.0879e-02,8.3325e-02,7.6724e-02,7.2053e-02,6.7196e-02,6.3981e-02,6.1412e-02,5.8442e-02,5.6125e-02,5.3364e-02,5.2189e-02,5.0780e-02,4.8780e-02,4.6013e-02,4.6190e-02,4.5405e-02
1.8535e-01,1.7207e-01,1.6086e-01,1.5178e-01,1.4399e-01,1.3728e-01,1.3133e-01,1.2606e-01,1.2151e-01,1.1759e-01,1.1383e-01,1.1037e-01,1.0697e-01,1.0445e-01,1.0166e-01,9.9337e-02,9.7035e-02,9.4926e-02,9.3016e-02,9.0735e-02,8.3195e-02,7.6592e-02,7.1933e-02,6.7117e-02,6.3878e-02,6.1318e-02,5.8342e-02,5.6042e-02,5.3278e-02,5.2105e-02,5.0706e-02,4.8716e-02,4.5907e-02,4.6123e-02,4.5331e-02
1.8505e-01,1.7181e-01,1.6060e-01,1.5154e-01,1.4376e-01,1.3705e-01,1.3113e-01,1.2587e-01,1.2132e-01,1.1740e-01,1.1365e-01,1.1020e-01,1.0681e-01,1.0428e-01,1.0149e-01,9.9179e-02,9.6877e-02,9.4775e-02,9.2870e-02,9.0593e-02,8.3066e-02,7.6461e-02,7.1812e-02,6.7038e-02,6.3775e-02,6.1224e-02,5.8242e-02,5.5959e-02,5.3193e-02,5.2022e-02,5.0633e-02,4.8652e-02,4.5803e-02,4.6057e-02,4.5257e-02
1.8475e-01,1.7154e-01,1.6035e-01,1.5130e-01,1.4353e-01,1.3683e-01,1.3092e-01,1.2567e-01,1.2114e-01,1.1722e-01,1.1347e-01,1.1002e-01,1.0664e-01,1.0412e-01,1.0134e-01,9.9021e-02,9.6720e-02,9.4624e-02,9.2724e-02,9.0452e-02,8.2937e-02,7.6330e-02,7.1692e-02,6.6960e-02,6.3674e-02,6.1131e-02,5.8142e-02,5.5877e-02,5.3109e-02,5.1940e-02,5.0560e-02,4.8588e-02,4.5702e-02,4.5991e-02,4.5184e-02
1.8446e-01,1.7127e-01,1.6010e-01,1.5106e-01,1.4330e-01,1.3661e-01,1.3072e-01,1.2547e-01,1.2095e-01,1.1704e-01,1.1329e-01,1.0985e-01,1.0647e-01,1.0395e-01,1.0118e-01,9.8865e-02,9.6564e-02,9.4475e-02,9.2579e-02,9.0313e-02,8.2808e-02,7.6200e-02,7.1572e-02,6.6882e-02,6.3575e-02,6.1038e-02,5.8044e-02,5.5796e-02,5.3026e-02,5.1858e-02,5.0487e-02,4.8525e-02,4.5603e-02,4.5926e-02,4.5111e-02
1.8417e-01,1.7101e-01,1.5984e-01,1.5083e-01,1.4307e-01,1.3639e-01,1.3052e-01,1.2527e-01,1.2077e-01,1.1685e-01,1.1312e-01,1.0968e-01,1.0631e-01,1.0378e-01,1.0102e-01,9.8709e-02,9.6408e-02,9.4326e-02,9.2435e-02,9.0174e-02,8.2680e-02,7.6070e-02,7.1453e-02,6.6805e-02,6.3476e-02,6.0945e-02,5.7946e-02,5.5715e-02,5.2944e-02,5.1778e-02,5.0416e-02,4.8462e-02,4.5507e-02,4.5863e-02,4.5039e-02
1.8388e-01,1.7075e-01,1.5959e-01,1.5059e-01,1.4285e-01,1.3617e-01,1.3032e-01,1.2508e-01,1.2059e-01,1.1667e-01,1.1294e-01,1.0951e-01,1.0614e-01,1.0362e-01,1.0086e-01,9.8553e-02,9.6254e-02,9.4178e-02,9.2291e-02,9.0036e-02,8.2553e-02,7.5941e-02,7.1334e-02,6.6729e-02,6.3378e-02,6.0854e-02,5.7848e-02,5.5635e-02,5.2862e-02,5.1698e-02,5.0344e-02,4.8400e-02,4.5413e-02,4.5800e-02,4.4967e-02
1.8359e-01,1.7049e-01,1.5935e-01,1.5036e-01,1.4262e-01,1.3596e-01,1.3012e-01,1.2489e-01,1.2041e-01,1.1649e-01,1.1276e-01,1.0934e-01,1.0598e-01,1.0346e-01,1.0071e-01,9.8399e-02,9.6101e-02,9.4031e-02,9.2148e-02,8.9899e-02,8.2426e-02,7.5813e-02,7.1215e-02,6.6653e-02,6.3282e-02,6.0762e-02,5.7751e-02,5.5556e-02,5.2782e-02,5.1619e-02,5.0273e-02,4.8338e-02,4.5322e-02,4.5737e-02,4.4895e-02
1.8330e-01,1.7023e-01,1.5910e-01,1.5013e-01,1.4240e-01,1.3574e-01,1.2992e-01,1.2470e-01,1.2023e-01,1.1631e-01,1.1259e-01,1.0917e-01,1.0581e-01,1.0329e-01,1.0055e-01,9.8245e-02,9.5948e-02,9.3885e-02,9.2006e-02,8.9763e-02,8.2299e-02,7.5685e-02,7.1097e-02,6.6577e-02,6.3186e-02,6.0671e-02,5.7655e-02,5.5477e-02,5.2702e-02,5.1541e-02,5.0202e-02,4.8277e-02,4.5234e-02,4.5676e-02,4.4824e-02
1.8302e-01,1.6997e-01,1.5885e-01,1.4990e-01,1.4217e-01,1.3553e-01,1.2972e-01,1.2450e-01,1.2005e-01,1.1614e-01,1.1242e-01,1.0900e-01,1.0565e-01,1.0313e-01,1.0040e-01,9.8091e-02,9.5796e-02,9.3739e-02,9.1864e-02,8.9628e-02,8.2173e-02,7.5558e-02,7.0979e-02,6.6502e-02,6.3092e-02,6.0581e-02,5.7559e-02,5.5399e-02,5.2623e-02,5.1464e-02,5.0132e-02,4.8216e-02,4.5148e-02,4.5615e-02,4.4753e-02
1.8274e-01,1.6971e-01,1.5861e-01,1.4967e-01,1.4195e-01,1.3532e-01,1.2952e-01,1.2432e-01,1.1987e-01,1.1596e-01,1.1224e-01,1.0883e-01,1.0549e-01,1.0297e-01,1.0024e-01,9.7939e-02,9.5645e-02,9.3595e-02,9.1722e-02,8.9494e-02,8.2048e-02,7.5432e-02,7.0862e-02,6.6427e-02,6.2999e-02,6.0491e-02,5.7464e-02,5.5321e-02,5.2545e-02,5.1387e-02,5.0062e-02,4.8155e-02,4.5065e-02,4.5555e-02,4.4683e-02
