# 60km, 70km, 80km, 90km, 100km, 110km, 120km, 130km, 140km, 150km, 160km, 170km, 180km, 190km, 200km, 210km, 220km, 230km, 240km, 250km, 300km, 350km, 400km, 450km, 500km, 550km, 600km, 650km, 700km, 750km, 800km, 850km, 900km, 950km, 1000km
5.5967e-01,5.5147e-01,5.3966e-01,5.2282e-01,5.0884e-01,5.0591e-01,5.0384e-01,4.8774e-01,4.8423e-01,4.7445e-01,4.6859e-01,4.7211e-01,4.4807e-01,4.4998e-01,4.4866e-01,4.4878e-01,4.4441e-01,4.4297e-01,4.4070e-01,4.3971e-01,4.2858e-01,4.2461e-01,4.0809e-01,3.9769e-01,3.8872e-01,3.9233e-01,3.8055e-01,3.7106e-01,3.6907e-01,3.6817e-01,3.6440e-01,3.5489e-01,3.6112e-01,3.5699e-01,3.4781e-01
5.5702e-01,5.4858e-01,5.3659e-01,5.1974e-01,5.0572e-01,5.0255e-01,5.0027e-01,4.8430e-01,4.8061e-01,4.7086e-01,4.6490e-01,4.6812e-01,4.4447e-01,4.4614e-01,4.4472e-01,4.4460e-01,4.4017e-01,4.3869e-01,4.3628e-01,4.3516e-01,4.2370e-01,4.1913e-01,4.0274e-01,3.9227e-01,3.8320e-01,3.8621e-01,3.7466e-01,3.6500e-01,3.6290e-01,3.6191e-01,3.5815e-01,3.4827e-01,3.5440e-01,3.5016e-01,3.4112e-01
5.5438e-01,5.4571e-01,5.3354e-01,5.1668e-01,5.0262e-01,4.9923e-01,4.9672e-01,4.8089e-01,4.7701e-01,4.6730e-01,4.6125e-01,4.6417e-01,4.4090e-01,4.4234e-01,4.4081e-01,4.4046e-01,4.3599e-01,4.3445e-01,4.3191e-01,4.3066e-01,4.1887e-01,4.1372e-01,3.9746e-01,3.8691e-01,3.7776e-01,3.8018e-01,3.6886e-01,3.5903e-01,3.5682e-01,3.5574e-01,3.5201e-01,3.4177e-01,3.4780e-01,3.4343e-01,3.3454e-01
5.5175e-01,5.4285e-01,5.3051e-01,5.1365e-01,4.9954e-01,4.9592e-01,4.9320e-01,4.7751e-01,4.7345e-01,4.6377e-01,4.5763e-01,4.6026e-01,4.3736e-01,4.3857e-01,4.3694e-01,4.3635e-01,4.3184e-01,4.3026e-01,4.2759e-01,4.2621e-01,4.1409e-01,4.0838e-01,3.9225e-01,3.8163e-01,3.7239e-01,3.7424e-01,3.6315e-01,3.5316e-01,3.5084e-01,3.4968e-01,3.4596e-01,3.3537e-01,3.4131e-01,3.3683e-01,3.2808e-01
5.4914e-01,5.4001e-01,5.2750e-01,5.1063e-01,4.9648e-01,4.9264e-01,4.8970e-01,4.7415e-01,4.6991e-01,4.6027e-01,4.5403e-01,4.5638e-01,4.3386e-01,4.3484e-01,4.3310e-01,4.3229e-01,4.2774e-01,4.2611e-01,4.2331e-01,4.2181e-01,4.0938e-01,4.0311e-01,3.8711e-01,3.7643e-01,3.6710e-01,3.6839e-01,3.5752e-01,3.4738e-01,3.4496e-01,3.4371e-01,3.4000e-01,3.2909e-01,3.3493e-01,3.3033e-01,3.2174e-01
5.4654e-01,5.3718e-01,5.2451e-01,5.0763e-01,4.9344e-01,4.8939e-01,4.8624e-01,4.7081e-01,4.6640e-01,4.5680e-01,4.5047e-01,4.5253e-01,4.3038e-01,4.3113e-01,4.2930e-01,4.2828e-01,4.2368e-01,4.2200e-01,4.1908e-01,4.1746e-01,4.0472e-01,3.9792e-01,3.8204e-01,3.7129e-01,3.6189e-01,3.6264e-01,3.5198e-01,3.4169e-01,3.3917e-01,3.3784e-01,3.3415e-01,3.2292e-01,3.2867e-01,3.2395e-01,3.1551e-01
5.4395e-01,5.3437e-01,5.2154e-01,5.0465e-01,4.9042e-01,4.8615e-01,4.8279e-01,4.6750e-01,4.6292e-01,4.5335e-01,4.4693e-01,4.4872e-01,4.2693e-01,4.2747e-01,4.2554e-01,4.2430e-01,4.1966e-01,4.1794e-01,4.1490e-01,4.1316e-01,4.0011e-01,3.9279e-01,3.7704e-01,3.6623e-01,3.5675e-01,3.5697e-01,3.4652e-01,3.3610e-01,3.3347e-01,3.3206e-01,3.2838e-01,3.1686e-01,3.2251e-01,3.1768e-01,3.0939e-01
5.4137e-01,5.3157e-01,5.1858e-01,5.0168e-01,4.8742e-01,4.8294e-01,4.7938e-01,4.6422e-01,4.5947e-01,4.4993e-01,4.4343e-01,4.4495e-01,4.2351e-01,4.2383e-01,4.2181e-01,4.2036e-01,4.1568e-01,4.1391e-01,4.1075e-01,4.0890e-01,3.9556e-01,3.8774e-01,3.7210e-01,3.6124e-01,3.5168e-01,3.5139e-01,3.4114e-01,3.3059e-01,3.2786e-01,3.2638e-01,3.2271e-01,3.1091e-01,3.1647e-01,3.1151e-01,3.0339e-01
5.3881e-01,5.2879e-01,5.1564e-01,4.9874e-01,4.8444e-01,4.7975e-01,4.7599e-01,4.6096e-01,4.5604e-01,4.4654e-01,4.3995e-01,4.4120e-01,4.2013e-01,4.2023e-01,4.1811e-01,4.1646e-01,4.1174e-01,4.0993e-01,4.0665e-01,4.0469e-01,3.9107e-01,3.8275e-01,3.6724e-01,3.5631e-01,3.4669e-01,3.4590e-01,3.3585e-01,3.2518e-01,3.2235e-01,3.2080e-01,3.1713e-01,3.0507e-01,3.1053e-01,3.0546e-01,2.9749e-01
5.3626e-01,5.2603e-01,5.1272e-01,4.9581e-01,4.8148e-01,4.7658e-01,4.7263e-01,4.5772e-01,4.5264e-01,4.4318e-01,4.3651e-01,4.3750e-01,4.1677e-01,4.1667e-01,4.1446e-01,4.1260e-01,4.0785e-01,4.0598e-01,4.0260e-01,4.0052e-01,3.8663e-01,3.7783e-01,3.6244e-01,3.5146e-01,3.4176e-01,3.4049e-01,3.3064e-01,3.1985e-01,3.1693e-01,3.1531e-01,3.1165e-01,2.9933e-01,3.0470e-01,2.9952e-01,2.9170e-01
5.3373e-01,5.2328e-01,5.0982e-01,4.9290e-01,4.7854e-01,4.7344e-01,4.6929e-01,4.5451e-01,4.4927e-01,4.3984e-01,4.3309e-01,4.3382e-01,4.1344e-01,4.1313e-01,4.1083e-01,4.0879e-01,4.0399e-01,4.0208e-01,3.9859e-01,3.9641e-01,3.8225e-01,3.7298e-01,3.5770e-01,3.4668e-01,3.3691e-01,3.3517e-01,3.2551e-01,3.1462e-01,3.1160e-01,3.0991e-01,3.0625e-01,2.9370e-01,2.9898e-01,2.9368e-01,2.8603e-01
5.3120e-01,5.2054e-01,5.0693e-01,4.9002e-01,4.7561e-01,4.7032e-01,4.6598e-01,4.5132e-01,4.4593e-01,4.3653e-01,4.2970e-01,4.3018e-01,4.1014e-01,4.0963e-01,4.0724e-01,4.0501e-01,4.0018e-01,3.9822e-01,3.9462e-01,3.9234e-01,3.7792e-01,3.6819e-01,3.5303e-01,3.4197e-01,3.3213e-01,3.2994e-01,3.2046e-01,3.0947e-01,3.0636e-01,3.0461e-01,3.0095e-01,2.8818e-01,2.9336e-01,2.8795e-01,2.8046e-01
5.2869e-01,5.1783e-01,5.0407e-01,4.8714e-01,4.7271e-01,4.6722e-01,4.6269e-01,4.4816e-01,4.4262e-01,4.3325e-01,4.2634e-01,4.2657e-01,4.0687e-01,4.0616e-01,4.0369e-01,4.0127e-01,3.9640e-01,3.9440e-01,3.9070e-01,3.8831e-01,3.7364e-01,3.6347e-01,3.4843e-01,3.3733e-01,3.2742e-01,3.2479e-01,3.1549e-01,3.0441e-01,3.0120e-01,2.9939e-01,2.9573e-01,2.8275e-01,2.8785e-01,2.8233e-01,2.7500e-01
5.2619e-01,5.1512e-01,5.0122e-01,4.8429e-01,4.6983e-01,4.6414e-01,4.5943e-01,4.4502e-01,4.3933e-01,4.2999e-01,4.2301e-01,4.2300e-01,4.0363e-01,4.0273e-01,4.0017e-01,3.9757e-01,3.9267e-01,3.9062e-01,3.8682e-01,3.8433e-01,3.6941e-01,3.5882e-01,3.4389e-01,3.3275e-01,3.2278e-01,3.1973e-01,3.1060e-01,2.9943e-01,2.9614e-01,2.9427e-01,2.9060e-01,2.7744e-01,2.8244e-01,2.7681e-01,2.6964e-01
5.2371e-01,5.1243e-01,4.9839e-01,4.8146e-01,4.6696e-01,4.6109e-01,4.5620e-01,4.4191e-01,4.3607e-01,4.2676e-01,4.1970e-01,4.1945e-01,4.0041e-01,3.9933e-01,3.9669e-01,3.9390e-01,3.8898e-01,3.8688e-01,3.8298e-01,3.8040e-01,3.6524e-01,3.5424e-01,3.3942e-01,3.2824e-01,3.1822e-01,3.1475e-01,3.0579e-01,2.9454e-01,2.9116e-01,2.8923e-01,2.8556e-01,2.7222e-01,2.7713e-01,2.7139e-01,2.6439e-01
5.2124e-01,5.0976e-01,4.9557e-01,4.7864e-01,4.6411e-01,4.5805e-01,4.5299e-01,4.3881e-01,4.3283e-01,4.2356e-01,4.1643e-01,4.1594e-01,3.9723e-01,3.9595e-01,3.9324e-01,3.9028e-01,3.8532e-01,3.8318e-01,3.7918e-01,3.7651e-01,3.6112e-01,3.4972e-01,3.3501e-01,3.2380e-01,3.1372e-01,3.0985e-01,3.0106e-01,2.8974e-01,2.8627e-01,2.8429e-01,2.8061e-01,2.6710e-01,2.7193e-01,2.6608e-01,2.5924e-01
5.1878e-01,5.0710e-01,4.9278e-01,4.7584e-01,4.6129e-01,4.5504e-01,4.4980e-01,4.3575e-01,4.2962e-01,4.2038e-01,4.1318e-01,4.1247e-01,3.9407e-01,3.9262e-01,3.8982e-01,3.8669e-01,3.8171e-01,3.7952e-01,3.7543e-01,3.7267e-01,3.5706e-01,3.4526e-01,3.3066e-01,3.1943e-01,3.0928e-01,3.0504e-01,2.9640e-01,2.8502e-01,2.8146e-01,2.7943e-01,2.7574e-01,2.6209e-01,2.6682e-01,2.6086e-01,2.5419e-01
5.1633e-01,5.0446e-01,4.9000e-01,4.7306e-01,4.5848e-01,4.5206e-01,4.4664e-01,4.3270e-01,4.2644e-01,4.1723e-01,4.0996e-01,4.0902e-01,3.9094e-01,3.8931e-01,3.8644e-01,3.8315e-01,3.7813e-01,3.7590e-01,3.7172e-01,3.6887e-01,3.5304e-01,3.4087e-01,3.2638e-01,3.1512e-01,3.0492e-01,3.0030e-01,2.9182e-01,2.8038e-01,2.7674e-01,2.7466e-01,2.7096e-01,2.5717e-01,2.6182e-01,2.5575e-01,2.4924e-01
5.1389e-01,5.0183e-01,4.8724e-01,4.7030e-01,4.5569e-01,4.4909e-01,4.4351e-01,4.2968e-01,4.2329e-01,4.1410e-01,4.0677e-01,4.0561e-01,3.8784e-01,3.8603e-01,3.8309e-01,3.7964e-01,3.7459e-01,3.7231e-01,3.6805e-01,3.6511e-01,3.4908e-01,3.3654e-01,3.2215e-01,3.1087e-01,3.0062e-01,2.9565e-01,2.8732e-01,2.7583e-01,2.7210e-01,2.6998e-01,2.6626e-01,2.5235e-01,2.5691e-01,2.5074e-01,2.4439e-01
5.1147e-01,4.9922e-01,4.8449e-01,4.6755e-01,4.5291e-01,4.4615e-01,4.4040e-01,4.2669e-01,4.2016e-01,4.1100e-01,4.0361e-01,4.0223e-01,3.8477e-01,3.8279e-01,3.7977e-01,3.7616e-01,3.7109e-01,3.6877e-01,3.6442e-01,3.6140e-01,3.4516e-01,3.3227e-01,3.1800e-01,3.0669e-01,2.9639e-01,2.9108e-01,2.8289e-01,2.7135e-01,2.6755e-01,2.6538e-01,2.6165e-01,2.4763e-01,2.5210e-01,2.4582e-01,2.3965e-01
5.0906e-01,4.9662e-01,4.8177e-01,4.6483e-01,4.5016e-01,4.4322e-01,4.3732e-01,4.2371e-01,4.1706e-01,4.0793e-01,4.0047e-01,3.9889e-01,3.8173e-01,3.7958e-01,3.7648e-01,3.7273e-01,3.6763e-01,3.6526e-01,3.6083e-01,3.5773e-01,3.4130e-01,3.2807e-01,3.1390e-01,3.0258e-01,2.9223e-01,2.8658e-01,2.7853e-01,2.6696e-01,2.6308e-01,2.6086e-01,2.5712e-01,2.4300e-01,2.4739e-01,2.4100e-01,2.3500e-01
5.0666e-01,4.9404e-01,4.7906e-01,4.6212e-01,4.4743e-01,4.4032e-01,4.3426e-01,4.2076e-01,4.1399e-01,4.0488e-01,3.9737e-01,3.9557e-01,3.7871e-01,3.7640e-01,3.7323e-01,3.6933e-01,3.6421e-01,3.6180e-01,3.5728e-01,3.5411e-01,3.3749e-01,3.2393e-01,3.0986e-01,2.9852e-01,2.8813e-01,2.8216e-01,2.7425e-01,2.6265e-01,2.5869e-01,2.5643e-01,2.5267e-01,2.3847e-01,2.4277e-01,2.3628e-01,2.3044e-01
5.0428e-01,4.9147e-01,4.7636e-01,4.5943e-01,4.4471e-01,4.3744e-01,4.3122e-01,4.1784e-01,4.1094e-01,4.0186e-01,3.9429e-01,3.9229e-01,3.7572e-01,3.7325e-01,3.7002e-01,3.6597e-01,3.6083e-01,3.5837e-01,3.5377e-01,3.5053e-01,3.3373e-01,3.1985e-01,3.0588e-01,2.9453e-01,2.8410e-01,2.7782e-01,2.7004e-01,2.5841e-01,2.5438e-01,2.5208e-01,2.4831e-01,2.3403e-01,2.3824e-01,2.3166e-01,2.2599e-01
5.0191e-01,4.8892e-01,4.7369e-01,4.5675e-01,4.4201e-01,4.3458e-01,4.2821e-01,4.1493e-01,4.0791e-01,3.9886e-01,3.9123e-01,3.8903e-01,3.7276e-01,3.7013e-01,3.6683e-01,3.6265e-01,3.5748e-01,3.5498e-01,3.5031e-01,3.4699e-01,3.3001e-01,3.1583e-01,3.0196e-01,2.9061e-01,2.8013e-01,2.7356e-01,2.6591e-01,2.5426e-01,2.5015e-01,2.4782e-01,2.4402e-01,2.2968e-01,2.3381e-01,2.2712e-01,2.2162e-01
4.9955e-01,4.8638e-01,4.7103e-01,4.5409e-01,4.3934e-01,4.3174e-01,4.2523e-01,4.1205e-01,4.0492e-01,3.9589e-01,3.8821e-01,3.8581e-01,3.6982e-01,3.6704e-01,3.6368e-01,3.5936e-01,3.5417e-01,3.5162e-01,3.4688e-01,3.4349e-01,3.2635e-01,3.1187e-01,2.9810e-01,2.8674e-01,2.7622e-01,2.6937e-01,2.6184e-01,2.5018e-01,2.4600e-01,2.4363e-01,2.3982e-01,2.2543e-01,2.2947e-01,2.2269e-01,2.1735e-01
4.9720e-01,4.8386e-01,4.6839e-01,4.5145e-01,4.3668e-01,4.2893e-01,4.2226e-01,4.0920e-01,4.0194e-01,3.9294e-01,3.8521e-01,3.8262e-01,3.6692e-01,3.6398e-01,3.6056e-01,3.5611e-01,3.5090e-01,3.4830e-01,3.4349e-01,3.4004e-01,3.2273e-01,3.0797e-01,2.9430e-01,2.8294e-01,2.7238e-01,2.6526e-01,2.5785e-01,2.4618e-01,2.4193e-01,2.3953e-01,2.3569e-01,2.2126e-01,2.2522e-01,2.1834e-01,2.1318e-01
4.9486e-01,4.8135e-01,4.6577e-01,4.4883e-01,4.3403e-01,4.2613e-01,4.1933e-01,4.0636e-01,3.9900e-01,3.9002e-01,3.8223e-01,3.7946e-01,3.6404e-01,3.6096e-01,3.5747e-01,3.5289e-01,3.4766e-01,3.4502e-01,3.4014e-01,3.3663e-01,3.1917e-01,3.0414e-01,2.9056e-01,2.7920e-01,2.6860e-01,2.6122e-01,2.5393e-01,2.4225e-01,2.3793e-01,2.3550e-01,2.3164e-01,2.1719e-01,2.2107e-01,2.1409e-01,2.0909e-01
4.9254e-01,4.7885e-01,4.6316e-01,4.4623e-01,4.3141e-01,4.2336e-01,4.1641e-01,4.0355e-01,3.9608e-01,3.8713e-01,3.7929e-01,3.7633e-01,3.6118e-01,3.5796e-01,3.5441e-01,3.4971e-01,3.4446e-01,3.4178e-01,3.3684e-01,3.3326e-01,3.1565e-01,3.0036e-01,2.8688e-01,2.7551e-01,2.6488e-01,2.5726e-01,2.5008e-01,2.3840e-01,2.3401e-01,2.3156e-01,2.2767e-01,2.1320e-01,2.1700e-01,2.0992e-01,2.0509e-01
4.9023e-01,4.7637e-01,4.6057e-01,4.4364e-01,4.2880e-01,4.2061e-01,4.1352e-01,4.0076e-01,3.9318e-01,3.8425e-01,3.7637e-01,3.7323e-01,3.5835e-01,3.5499e-01,3.5138e-01,3.4656e-01,3.4130e-01,3.3857e-01,3.3357e-01,3.2993e-01,3.1218e-01,2.9663e-01,2.8325e-01,2.7189e-01,2.6122e-01,2.5337e-01,2.4629e-01,2.3463e-01,2.3017e-01,2.2769e-01,2.2377e-01,2.0930e-01,2.1302e-01,2.0585e-01,2.0119e-01
4.8793e-01,4.7391e-01,4.5800e-01,4.4107e-01,4.2621e-01,4.1787e-01,4.1066e-01,3.9799e-01,3.9031e-01,3.8141e-01,3.7347e-01,3.7017e-01,3.5555e-01,3.5205e-01,3.4839e-01,3.4345e-01,3.3818e-01,3.3540e-01,3.3034e-01,3.2664e-01,3.0875e-01,2.9297e-01,2.7968e-01,2.6833e-01,2.5763e-01,2.4955e-01,2.4258e-01,2.3093e-01,2.2640e-01,2.2390e-01,2.1995e-01,2.0549e-01,2.0912e-01,2.0186e-01,1.9737e-01
4.8564e-01,4.7146e-01,4.5544e-01,4.3852e-01,4.2364e-01,4.1516e-01,4.0781e-01,3.9525e-01,3.8746e-01,3.7858e-01,3.7061e-01,3.6713e-01,3.5278e-01,3.4915e-01,3.4542e-01,3.4038e-01,3.3508e-01,3.3227e-01,3.2714e-01,3.2339e-01,3.0538e-01,2.8936e-01,2.7617e-01,2.6482e-01,2.5409e-01,2.4580e-01,2.3893e-01,2.2730e-01,2.2271e-01,2.2018e-01,2.1621e-01,2.0177e-01,2.0531e-01,1.9796e-01,1.9364e-01
4.8337e-01,4.6902e-01,4.5290e-01,4.3598e-01,4.2109e-01,4.1247e-01,4.0499e-01,3.9252e-01,3.8464e-01,3.7579e-01,3.6777e-01,3.6412e-01,3.5003e-01,3.4627e-01,3.4249e-01,3.3734e-01,3.3203e-01,3.2917e-01,3.2399e-01,3.2018e-01,3.0204e-01,2.8581e-01,2.7271e-01,2.6137e-01,2.5062e-01,2.4212e-01,2.3535e-01,2.2374e-01,2.1909e-01,2.1654e-01,2.1254e-01,1.9812e-01,2.0159e-01,1.9415e-01,1.8999e-01
4.8110e-01,4.6660e-01,4.5037e-01,4.3346e-01,4.1856e-01,4.0980e-01,4.0220e-01,3.8982e-01,3.8184e-01,3.7301e-01,3.6495e-01,3.6114e-01,3.4731e-01,3.4342e-01,3.3959e-01,3.3433e-01,3.2901e-01,3.2611e-01,3.2087e-01,3.1701e-01,2.9876e-01,2.8232e-01,2.6931e-01,2.5798e-01,2.4720e-01,2.3852e-01,2.3184e-01,2.2025e-01,2.1555e-01,2.1298e-01,2.0894e-01,1.9456e-01,1.9795e-01,1.9042e-01,1.8643e-01
4.7885e-01,4.6419e-01,4.4787e-01,4.3096e-01,4.1604e-01,4.0715e-01,3.9943e-01,3.8714e-01,3.7907e-01,3.7026e-01,3.6216e-01,3.5819e-01,3.4461e-01,3.4060e-01,3.3672e-01,3.3136e-01,3.2602e-01,3.2308e-01,3.1779e-01,3.1388e-01,2.9552e-01,2.7888e-01,2.6596e-01,2.5465e-01,2.4385e-01,2.3498e-01,2.2839e-01,2.1684e-01,2.1207e-01,2.0949e-01,2.0541e-01,1.9109e-01,1.9439e-01,1.8678e-01,1.8295e-01
4.7662e-01,4.6179e-01,4.4538e-01,4.2847e-01,4.1354e-01,4.0452e-01,3.9668e-01,3.8449e-01,3.7633e-01,3.6754e-01,3.5940e-01,3.5527e-01,3.4194e-01,3.3781e-01,3.3388e-01,3.2842e-01,3.2307e-01,3.2009e-01,3.1475e-01,3.1079e-01,2.9233e-01,2.7550e-01,2.6266e-01,2.5137e-01,2.4055e-01,2.3151e-01,2.2500e-01,2.1349e-01,2.0867e-01,2.0607e-01,2.0196e-01,1.8769e-01,1.9092e-01,1.8322e-01,1.7956e-01
4.7439e-01,4.5941e-01,4.4290e-01,4.2600e-01,4.1106e-01,4.0191e-01,3.9395e-01,3.8185e-01,3.7360e-01,3.6484e-01,3.5666e-01,3.5239e-01,3.3930e-01,3.3504e-01,3.3107e-01,3.2551e-01,3.2016e-01,3.1713e-01,3.1175e-01,3.0774e-01,2.8918e-01,2.7217e-01,2.5942e-01,2.4815e-01,2.3730e-01,2.2811e-01,2.2168e-01,2.1022e-01,2.0533e-01,2.0272e-01,1.9858e-01,1.8438e-01,1.8753e-01,1.7975e-01,1.7625e-01
4.7217e-01,4.5705e-01,4.4044e-01,4.2355e-01,4.0859e-01,3.9932e-01,3.9125e-01,3.7924e-01,3.7090e-01,3.6216e-01,3.5395e-01,3.4952e-01,3.3668e-01,3.3231e-01,3.2828e-01,3.2264e-01,3.1728e-01,3.1421e-01,3.0878e-01,3.0473e-01,2.8607e-01,2.6890e-01,2.5624e-01,2.4498e-01,2.3412e-01,2.2477e-01,2.1843e-01,2.0701e-01,2.0207e-01,1.9945e-01,1.9527e-01,1.8114e-01,1.8421e-01,1.7635e-01,1.7301e-01
4.6997e-01,4.5470e-01,4.3800e-01,4.2112e-01,4.0615e-01,3.9675e-01,3.8856e-01,3.7665e-01,3.6823e-01,3.5951e-01,3.5126e-01,3.4669e-01,3.3408e-01,3.2960e-01,3.2553e-01,3.1981e-01,3.1443e-01,3.1132e-01,3.0585e-01,3.0176e-01,2.8301e-01,2.6568e-01,2.5310e-01,2.4187e-01,2.3099e-01,2.2150e-01,2.1523e-01,2.0386e-01,1.9888e-01,1.9624e-01,1.9202e-01,1.7798e-01,1.8098e-01,1.7304e-01,1.6986e-01
4.6778e-01,4.5236e-01,4.3557e-01,4.1870e-01,4.0372e-01,3.9421e-01,3.8591e-01,3.7408e-01,3.6558e-01,3.5688e-01,3.4860e-01,3.4389e-01,3.3151e-01,3.2693e-01,3.2281e-01,3.1700e-01,3.1162e-01,3.0846e-01,3.0295e-01,2.9883e-01,2.7999e-01,2.6252e-01,2.5002e-01,2.3881e-01,2.2792e-01,2.1830e-01,2.1210e-01,2.0079e-01,1.9575e-01,1.9310e-01,1.8885e-01,1.7490e-01,1.7782e-01,1.6980e-01,1.6679e-01
4.6560e-01,4.5004e-01,4.3316e-01,4.1630e-01,4.0130e-01,3.9168e-01,3.8327e-01,3.7153e-01,3.6295e-01,3.5427e-01,3.4596e-01,3.4112e-01,3.2897e-01,3.2428e-01,3.2012e-01,3.1423e-01,3.0884e-01,3.0564e-01,3.0009e-01,2.9593e-01,2.7702e-01,2.5940e-01,2.4699e-01,2.3581e-01,2.2490e-01,2.1516e-01,2.0903e-01,1.9778e-01,1.9269e-01,1.9004e-01,1.8574e-01,1.7190e-01,1.7474e-01,1.6665e-01,1.6379e-01
4.6343e-01,4.4773e-01,4.3077e-01,4.1391e-01,3.9891e-01,3.8917e-01,3.8066e-01,3.6900e-01,3.6035e-01,3.5168e-01,3.4335e-01,3.3837e-01,3.2645e-01,3.2165e-01,3.1745e-01,3.1149e-01,3.0609e-01,3.0286e-01,2.9727e-01,2.9307e-01,2.7409e-01,2.5634e-01,2.4401e-01,2.3285e-01,2.2194e-01,2.1208e-01,2.0602e-01,1.9483e-01,1.8969e-01,1.8704e-01,1.8270e-01,1.6897e-01,1.7173e-01,1.6357e-01,1.6087e-01
4.6128e-01,4.4543e-01,4.2839e-01,4.1154e-01,3.9653e-01,3.8668e-01,3.7807e-01,3.6649e-01,3.5777e-01,3.4912e-01,3.4076e-01,3.3565e-01,3.2395e-01,3.1906e-01,3.1482e-01,3.0878e-01,3.0338e-01,3.0010e-01,2.9448e-01,2.9025e-01,2.7120e-01,2.5333e-01,2.4108e-01,2.2996e-01,2.1903e-01,2.0907e-01,2.0307e-01,1.9195e-01,1.8677e-01,1.8410e-01,1.7973e-01,1.6611e-01,1.6880e-01,1.6057e-01,1.5802e-01
4.5913e-01,4.4315e-01,4.2603e-01,4.0919e-01,3.9417e-01,3.8421e-01,3.7550e-01,3.6401e-01,3.5521e-01,3.4659e-01,3.3819e-01,3.3297e-01,3.2148e-01,3.1649e-01,3.1221e-01,3.0611e-01,3.0070e-01,2.9738e-01,2.9173e-01,2.8747e-01,2.6836e-01,2.5037e-01,2.3820e-01,2.2711e-01,2.1617e-01,2.0612e-01,2.0018e-01,1.8914e-01,1.8390e-01,1.8124e-01,1.7682e-01,1.6333e-01,1.6594e-01,1.5764e-01,1.5525e-01
4.5700e-01,4.4088e-01,4.2369e-01,4.0685e-01,3.9183e-01,3.8176e-01,3.7295e-01,3.6154e-01,3.5268e-01,3.4407e-01,3.3565e-01,3.3030e-01,3.1904e-01,3.1395e-01,3.0964e-01,3.0346e-01,2.9805e-01,2.9469e-01,2.8901e-01,2.8472e-01,2.6556e-01,2.4746e-01,2.3537e-01,2.2431e-01,2.1337e-01,2.0324e-01,1.9735e-01,1.8638e-01,1.8110e-01,1.7843e-01,1.7398e-01,1.6062e-01,1.6316e-01,1.5479e-01,1.5255e-01
4.5488e-01,4.3863e-01,4.2136e-01,4.0453e-01,3.8950e-01,3.7933e-01,3.7043e-01,3.5910e-01,3.5017e-01,3.4158e-01,3.3314e-01,3.2767e-01,3.1661e-01,3.1144e-01,3.0709e-01,3.0085e-01,2.9544e-01,2.9204e-01,2.8632e-01,2.8201e-01,2.6279e-01,2.4461e-01,2.3259e-01,2.2157e-01,2.1062e-01,2.0041e-01,1.9458e-01,1.8369e-01,1.7836e-01,1.7570e-01,1.7120e-01,1.5798e-01,1.6044e-01,1.5201e-01,1.4992e-01
4.5277e-01,4.3638e-01,4.1904e-01,4.0222e-01,3.8719e-01,3.7691e-01,3.6793e-01,3.5668e-01,3.4768e-01,3.3911e-01,3.3065e-01,3.2507e-01,3.1422e-01,3.0895e-01,3.0457e-01,2.9827e-01,2.9285e-01,2.8942e-01,2.8367e-01,2.7933e-01,2.6007e-01,2.4180e-01,2.2986e-01,2.1887e-01,2.0792e-01,1.9764e-01,1.9186e-01,1.8105e-01,1.7569e-01,1.7302e-01,1.6848e-01,1.5542e-01,1.5780e-01,1.4931e-01,1.4736e-01
4.5067e-01,4.3416e-01,4.1674e-01,3.9993e-01,3.8490e-01,3.7452e-01,3.6545e-01,3.5427e-01,3.4522e-01,3.3667e-01,3.2818e-01,3.2249e-01,3.1184e-01,3.0649e-01,3.0208e-01,2.9572e-01,2.9030e-01,2.8683e-01,2.8106e-01,2.7669e-01,2.5739e-01,2.3904e-01,2.2717e-01,2.1622e-01,2.0527e-01,1.9493e-01,1.8920e-01,1.7848e-01,1.7308e-01,1.7041e-01,1.6582e-01,1.5292e-01,1.5523e-01,1.4667e-01,1.4488e-01
4.4858e-01,4.3194e-01,4.1446e-01,3.9766e-01,3.8262e-01,3.7215e-01,3.6299e-01,3.5189e-01,3.4278e-01,3.3424e-01,3.2574e-01,3.1994e-01,3.0949e-01,3.0406e-01,2.9961e-01,2.9320e-01,2.8778e-01,2.8427e-01,2.7848e-01,2.7409e-01,2.5476e-01,2.3633e-01,2.2453e-01,2.1363e-01,2.0268e-01,1.9229e-01,1.8660e-01,1.7597e-01,1.7052e-01,1.6786e-01,1.6323e-01,1.5048e-01,1.5272e-01,1.4411e-01,1.4246e-01
4.4651e-01,4.2974e-01,4.1219e-01,3.9540e-01,3.8036e-01,3.6980e-01,3.6055e-01,3.4953e-01,3.4036e-01,3.3184e-01,3.2332e-01,3.1741e-01,3.0716e-01,3.0165e-01,2.9717e-01,2.9071e-01,2.8529e-01,2.8174e-01,2.7593e-01,2.7152e-01,2.5216e-01,2.3366e-01,2.2194e-01,2.1108e-01,2.0013e-01,1.8970e-01,1.8405e-01,1.7351e-01,1.6803e-01,1.6537e-01,1.6070e-01,1.4812e-01,1.5028e-01,1.4161e-01,1.4011e-01
